,neuron_idx,layer_name,real_accuracy,pseudo_accuracy,low_freq_accuracy,high_freq_accuracy,simple_accuracy,complex_accuracy,primacy_accuracy,recency_accuracy,short_accuracy,long_accuracy
59,59,encoder,0.9975,0.9725,1.0,0.9971590909090909,0.995,1.0,0.9925,0.9925,1.0,0.9783333333333333
60,60,encoder,1.0,0.97,1.0,1.0,1.0,1.0,0.9933333333333333,0.9925,1.0,0.98
61,61,encoder,0.9925,0.9575,1.0,0.9914772727272727,0.995,0.99,0.9858333333333333,0.9891666666666666,0.9983333333333333,0.9633333333333334
62,62,encoder,0.99375,0.965,0.9791666666666666,0.9957386363636364,0.99,0.9975,0.995,0.985,0.9983333333333333,0.97
63,63,encoder,0.99625,0.9575,1.0,0.9957386363636364,0.9975,0.995,0.9916666666666667,0.9866666666666667,1.0,0.9666666666666667
64,64,encoder,0.99875,0.97,1.0,0.9985795454545454,1.0,0.9975,0.9933333333333333,0.9925,1.0,0.9783333333333333
65,65,encoder,1.0,0.9725,1.0,1.0,1.0,1.0,0.9941666666666666,0.9925,1.0,0.9816666666666667
66,66,encoder,0.9975,0.9575,0.9895833333333334,0.9985795454545454,0.995,1.0,0.9883333333333333,0.9916666666666667,1.0,0.9683333333333334
67,67,encoder,1.0,0.9775,1.0,1.0,1.0,1.0,0.9966666666666667,0.9941666666666666,1.0,0.985
68,68,encoder,1.0,0.965,1.0,1.0,1.0,1.0,0.9916666666666667,0.9925,1.0,0.9766666666666667
69,69,encoder,0.9725,0.865,0.9895833333333334,0.9701704545454546,0.985,0.96,0.985,0.9433333333333334,0.995,0.8783333333333333
70,70,encoder,1.0,0.9775,1.0,1.0,1.0,1.0,0.9975,0.9933333333333333,1.0,0.985
71,71,encoder,0.99625,0.965,0.9791666666666666,0.9985795454545454,0.9925,1.0,0.995,0.9875,1.0,0.9716666666666667
72,72,encoder,0.99625,0.95,0.9895833333333334,0.9971590909090909,0.995,0.9975,0.9875,0.9883333333333333,1.0,0.9616666666666667
73,73,encoder,0.97125,0.9325,0.9166666666666666,0.9786931818181818,0.97,0.9725,0.9725,0.9708333333333333,1.0,0.9166666666666666
74,74,encoder,0.99125,0.94,0.9583333333333334,0.9957386363636364,0.995,0.9875,0.9933333333333333,0.9766666666666667,0.9983333333333333,0.95
75,75,encoder,0.9825,0.94,0.9479166666666666,0.9872159090909091,0.985,0.98,0.9841666666666666,0.9733333333333334,1.0,0.9366666666666666
76,76,encoder,1.0,0.9775,1.0,1.0,1.0,1.0,0.9966666666666667,0.9941666666666666,1.0,0.985
77,77,encoder,1.0,0.97,1.0,1.0,1.0,1.0,0.9941666666666666,0.9925,1.0,0.98
78,78,encoder,0.99,0.94,0.9791666666666666,0.9914772727272727,0.9875,0.9925,0.98,0.9841666666666666,0.9983333333333333,0.9483333333333334
79,79,encoder,1.0,0.9775,1.0,1.0,1.0,1.0,0.9958333333333333,0.9941666666666666,1.0,0.985
80,80,encoder,0.97375,0.9325,0.9479166666666666,0.9772727272727273,0.9725,0.975,0.9891666666666666,0.9658333333333333,0.9966666666666667,0.9233333333333333
81,81,encoder,1.0,0.975,1.0,1.0,1.0,1.0,0.995,0.9941666666666666,1.0,0.9833333333333333
82,82,encoder,0.99875,0.975,1.0,0.9985795454545454,0.9975,1.0,0.9958333333333333,0.9933333333333333,1.0,0.9816666666666667
83,83,encoder,0.995,0.95,1.0,0.9943181818181818,0.995,0.995,0.9908333333333333,0.9825,1.0,0.96
84,84,encoder,0.99875,0.96,0.9895833333333334,1.0,0.9975,1.0,0.9933333333333333,0.9875,1.0,0.9716666666666667
85,85,encoder,1.0,0.9775,1.0,1.0,1.0,1.0,0.9966666666666667,0.9941666666666666,1.0,0.985
86,86,encoder,0.99875,0.96,1.0,0.9985795454545454,0.9975,1.0,0.9908333333333333,0.9916666666666667,0.9983333333333333,0.9733333333333334
87,87,encoder,0.99875,0.965,1.0,0.9985795454545454,1.0,0.9975,0.9933333333333333,0.99,1.0,0.975
88,88,encoder,1.0,0.9675,1.0,1.0,1.0,1.0,0.995,0.9908333333333333,1.0,0.9783333333333333
89,89,encoder,0.99625,0.9575,1.0,0.9957386363636364,0.995,0.9975,0.9908333333333333,0.9866666666666667,0.9966666666666667,0.97
90,90,encoder,0.99125,0.9625,0.9791666666666666,0.9928977272727273,0.9925,0.99,0.9908333333333333,0.9858333333333333,0.995,0.9683333333333334
91,91,encoder,0.98875,0.9525,1.0,0.9872159090909091,0.9875,0.99,0.9866666666666667,0.9825,0.9966666666666667,0.9566666666666667
92,92,encoder,1.0,0.9725,1.0,1.0,1.0,1.0,0.995,0.9925,1.0,0.9816666666666667
93,93,encoder,0.9975,0.9725,1.0,0.9971590909090909,0.995,1.0,0.995,0.9916666666666667,1.0,0.9783333333333333
94,94,encoder,1.0,0.98,1.0,1.0,1.0,1.0,0.9966666666666667,0.9941666666666666,1.0,0.9866666666666667
95,95,encoder,0.99625,0.965,0.9791666666666666,0.9985795454545454,0.9975,0.995,0.9941666666666666,0.9883333333333333,1.0,0.9716666666666667
96,96,encoder,0.99125,0.94,1.0,0.9900568181818182,0.985,0.9975,0.9941666666666666,0.975,1.0,0.9483333333333334
