Unnamed: 0,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
18901,socrates,1.86e-06,3.27,NOUN,"['S', 'AA1', 'K', 'R', 'AH0', 'T', 'IY2', 'Z']","['S', 'AA', 'K', 'R', 'AH', 'T', 'IY', 'Z']",real,8,long
18904,straighten,1.86e-06,3.27,VERB,"['S', 'T', 'R', 'EY1', 'T', 'AH0', 'N']","['S', 'T', 'R', 'EY', 'T', 'AH', 'N']",real,7,long
18905,streamlined,1.86e-06,3.27,ADJ,"['S', 'T', 'R', 'IY1', 'M', 'L', 'AY2', 'N', 'D']","['S', 'T', 'R', 'IY', 'M', 'L', 'AY', 'N', 'D']",real,9,long
18913,tornadoes,1.86e-06,3.27,NOUN,"['T', 'AO0', 'R', 'N', 'EY1', 'D', 'OW0', 'Z']","['T', 'AO', 'R', 'N', 'EY', 'D', 'OW', 'Z']",real,8,long
18916,transverse,1.86e-06,3.27,ADJ,"['T', 'R', 'AE0', 'N', 'Z', 'V', 'ER1', 'S']","['T', 'R', 'AE', 'N', 'Z', 'V', 'ER', 'S']",real,8,long
18917,trembling,1.86e-06,3.27,VERB,"['T', 'R', 'EH1', 'M', 'B', 'AH0', 'L', 'IH0', 'NG']","['T', 'R', 'EH', 'M', 'B', 'AH', 'L', 'IH', 'NG']",real,9,long
18918,triangles,1.86e-06,3.27,NOUN,"['T', 'R', 'AY1', 'AE2', 'NG', 'G', 'AH0', 'L', 'Z']","['T', 'R', 'AY', 'AE', 'NG', 'G', 'AH', 'L', 'Z']",real,9,long
18919,tributes,1.86e-06,3.27,NOUN,"['T', 'R', 'IH1', 'B', 'Y', 'UW0', 'T', 'S']","['T', 'R', 'IH', 'B', 'Y', 'UW', 'T', 'S']",real,8,long
18920,trident,1.86e-06,3.27,NOUN,"['T', 'R', 'AY1', 'D', 'AH0', 'N', 'T']","['T', 'R', 'AY', 'D', 'AH', 'N', 'T']",real,7,long
18921,trojans,1.86e-06,3.27,PROPN,"['T', 'R', 'OW1', 'JH', 'AH0', 'N', 'Z']","['T', 'R', 'OW', 'JH', 'AH', 'N', 'Z']",real,7,long
18923,unison,1.86e-06,3.27,PROPN,"['Y', 'UW1', 'N', 'AH0', 'S', 'AH0', 'N']","['Y', 'UW', 'N', 'AH', 'S', 'AH', 'N']",real,7,long
18924,unlocking,1.86e-06,3.27,VERB,"['AH0', 'N', 'L', 'AA1', 'K', 'IH0', 'NG']","['AH', 'N', 'L', 'AA', 'K', 'IH', 'NG']",real,7,long
18925,unprepared,1.86e-06,3.27,ADJ,"['AH2', 'N', 'P', 'R', 'IY0', 'P', 'EH1', 'R', 'D']","['AH', 'N', 'P', 'R', 'IY', 'P', 'EH', 'R', 'D']",real,9,long
18927,unsuitable,1.86e-06,3.27,ADJ,"['AH0', 'N', 'S', 'UW1', 'T', 'AH0', 'B', 'AH0', 'L']","['AH', 'N', 'S', 'UW', 'T', 'AH', 'B', 'AH', 'L']",real,9,long
18930,utilizes,1.86e-06,3.27,VERB,"['Y', 'UW1', 'T', 'AH0', 'L', 'AY2', 'Z', 'IH0', 'Z']","['Y', 'UW', 'T', 'AH', 'L', 'AY', 'Z', 'IH', 'Z']",real,9,long
18931,vanderbilt,1.86e-06,3.27,PROPN,"['V', 'AE1', 'N', 'D', 'ER0', 'B', 'IH0', 'L', 'T']","['V', 'AE', 'N', 'D', 'ER', 'B', 'IH', 'L', 'T']",real,9,long
18932,vanishing,1.86e-06,3.27,VERB,"['V', 'AE1', 'N', 'IH0', 'SH', 'IH0', 'NG']","['V', 'AE', 'N', 'IH', 'SH', 'IH', 'NG']",real,7,long
18933,venerable,1.86e-06,3.27,ADJ,"['V', 'EH1', 'N', 'ER0', 'AH0', 'B', 'AH0', 'L']","['V', 'EH', 'N', 'ER', 'AH', 'B', 'AH', 'L']",real,8,long
18934,visualize,1.86e-06,3.27,VERB,"['V', 'IH1', 'ZH', 'W', 'AH0', 'L', 'AY2', 'Z']","['V', 'IH', 'ZH', 'W', 'AH', 'L', 'AY', 'Z']",real,8,long
18936,wasteful,1.86e-06,3.27,ADJ,"['W', 'EY1', 'S', 'T', 'F', 'AH0', 'L']","['W', 'EY', 'S', 'T', 'F', 'AH', 'L']",real,7,long
18937,waterfalls,1.86e-06,3.27,NOUN,"['W', 'AO1', 'T', 'ER0', 'F', 'AO2', 'L', 'Z']","['W', 'AO', 'T', 'ER', 'F', 'AO', 'L', 'Z']",real,8,long
18940,activating,1.82e-06,3.26,VERB,"['AE1', 'K', 'T', 'AH0', 'V', 'EY2', 'T', 'IH0', 'NG']","['AE', 'K', 'T', 'AH', 'V', 'EY', 'T', 'IH', 'NG']",real,9,long
18942,advisable,1.82e-06,3.26,ADJ,"['AH0', 'D', 'V', 'AY1', 'Z', 'AH0', 'B', 'AH0', 'L']","['AH', 'D', 'V', 'AY', 'Z', 'AH', 'B', 'AH', 'L']",real,9,long
18943,algerian,1.82e-06,3.26,ADJ,"['AE0', 'L', 'JH', 'IH1', 'R', 'IY0', 'AH0', 'N']","['AE', 'L', 'JH', 'IH', 'R', 'IY', 'AH', 'N']",real,8,long
18948,artisan,1.82e-06,3.26,NOUN,"['AA1', 'R', 'T', 'AH0', 'Z', 'AH0', 'N']","['AA', 'R', 'T', 'AH', 'Z', 'AH', 'N']",real,7,long
18949,assortment,1.82e-06,3.26,ADJ,"['AH0', 'S', 'AO1', 'R', 'T', 'M', 'AH0', 'N', 'T']","['AH', 'S', 'AO', 'R', 'T', 'M', 'AH', 'N', 'T']",real,9,long
18952,bandwagon,1.82e-06,3.26,NOUN,"['B', 'AE1', 'N', 'D', 'W', 'AE2', 'G', 'AH0', 'N']","['B', 'AE', 'N', 'D', 'W', 'AE', 'G', 'AH', 'N']",real,9,long
18961,blacksmith,1.82e-06,3.26,PROPN,"['B', 'L', 'AE1', 'K', 'S', 'M', 'IH2', 'TH']","['B', 'L', 'AE', 'K', 'S', 'M', 'IH', 'TH']",real,8,long
18964,brainwashed,1.82e-06,3.26,VERB,"['B', 'R', 'EY1', 'N', 'W', 'AA2', 'SH', 'T']","['B', 'R', 'EY', 'N', 'W', 'AA', 'SH', 'T']",real,8,long
18971,cartilage,1.82e-06,3.26,VERB,"['K', 'AA1', 'R', 'T', 'AH0', 'L', 'AH0', 'JH']","['K', 'AA', 'R', 'T', 'AH', 'L', 'AH', 'JH']",real,8,long
18974,chattanooga,1.82e-06,3.26,PROPN,"['CH', 'AE2', 'T', 'AH0', 'N', 'UW1', 'G', 'AH0']","['CH', 'AE', 'T', 'AH', 'N', 'UW', 'G', 'AH']",real,8,long
18975,christchurch,1.82e-06,3.26,PROPN,"['K', 'R', 'AY1', 'S', 'T', 'CH', 'ER0', 'CH']","['K', 'R', 'AY', 'S', 'T', 'CH', 'ER', 'CH']",real,8,long
18976,claimants,1.82e-06,3.26,NOUN,"['K', 'L', 'EY1', 'M', 'AH0', 'N', 'T', 'S']","['K', 'L', 'EY', 'M', 'AH', 'N', 'T', 'S']",real,8,long
18977,cleanliness,1.82e-06,3.26,NOUN,"['K', 'L', 'EH1', 'N', 'L', 'IY0', 'N', 'IH0', 'S']","['K', 'L', 'EH', 'N', 'L', 'IY', 'N', 'IH', 'S']",real,9,long
18980,collided,1.82e-06,3.26,VERB,"['K', 'AH0', 'L', 'AY1', 'D', 'IH0', 'D']","['K', 'AH', 'L', 'AY', 'D', 'IH', 'D']",real,7,long
18982,complicate,1.82e-06,3.26,VERB,"['K', 'AA1', 'M', 'P', 'L', 'AH0', 'K', 'EY2', 'T']","['K', 'AA', 'M', 'P', 'L', 'AH', 'K', 'EY', 'T']",real,9,long
18983,concerto,1.82e-06,3.26,NOUN,"['K', 'AH0', 'N', 'CH', 'EH1', 'R', 'T', 'OW0']","['K', 'AH', 'N', 'CH', 'EH', 'R', 'T', 'OW']",real,8,long
18986,convex,1.82e-06,3.26,ADJ,"['K', 'AH0', 'N', 'V', 'EH1', 'K', 'S']","['K', 'AH', 'N', 'V', 'EH', 'K', 'S']",real,7,long
18995,detriment,1.82e-06,3.26,NOUN,"['D', 'EH1', 'T', 'R', 'AH0', 'M', 'AH0', 'N', 'T']","['D', 'EH', 'T', 'R', 'AH', 'M', 'AH', 'N', 'T']",real,9,long
18997,dialects,1.82e-06,3.26,NOUN,"['D', 'AY1', 'AH0', 'L', 'EH2', 'K', 'T', 'S']","['D', 'AY', 'AH', 'L', 'EH', 'K', 'T', 'S']",real,8,long
19001,disparate,1.82e-06,3.26,ADJ,"['D', 'IH1', 'S', 'P', 'ER0', 'IH0', 'T']","['D', 'IH', 'S', 'P', 'ER', 'IH', 'T']",real,7,long
19003,distilled,1.82e-06,3.26,VERB,"['D', 'IH0', 'S', 'T', 'IH1', 'L', 'D']","['D', 'IH', 'S', 'T', 'IH', 'L', 'D']",real,7,long
19006,dolores,1.82e-06,3.26,PROPN,"['D', 'AH0', 'L', 'AO1', 'R', 'IH0', 'S']","['D', 'AH', 'L', 'AO', 'R', 'IH', 'S']",real,7,long
19008,electors,1.82e-06,3.26,NOUN,"['IH0', 'L', 'EH1', 'K', 'T', 'ER0', 'Z']","['IH', 'L', 'EH', 'K', 'T', 'ER', 'Z']",real,7,long
19013,estuary,1.82e-06,3.26,NOUN,"['EH1', 'S', 'CH', 'UW0', 'EH2', 'R', 'IY0']","['EH', 'S', 'CH', 'UW', 'EH', 'R', 'IY']",real,7,long
19015,eternally,1.82e-06,3.26,ADV,"['IH0', 'T', 'ER1', 'N', 'AH0', 'L', 'IY0']","['IH', 'T', 'ER', 'N', 'AH', 'L', 'IY']",real,7,long
19019,exposures,1.82e-06,3.26,NOUN,"['IH0', 'K', 'S', 'P', 'OW1', 'ZH', 'ER0', 'Z']","['IH', 'K', 'S', 'P', 'OW', 'ZH', 'ER', 'Z']",real,8,long
19024,forcefully,1.82e-06,3.26,ADV,"['F', 'AO1', 'R', 'S', 'F', 'AH0', 'L', 'IY0']","['F', 'AO', 'R', 'S', 'F', 'AH', 'L', 'IY']",real,8,long
19025,foreground,1.82e-06,3.26,VERB,"['F', 'AO1', 'R', 'G', 'R', 'AW2', 'N', 'D']","['F', 'AO', 'R', 'G', 'R', 'AW', 'N', 'D']",real,8,long
19029,fukushima,1.82e-06,3.26,PROPN,"['F', 'UW0', 'K', 'UW0', 'SH', 'IY1', 'M', 'AH0']","['F', 'UW', 'K', 'UW', 'SH', 'IY', 'M', 'AH']",real,8,long
19037,grounding,1.82e-06,3.26,VERB,"['G', 'R', 'AW1', 'N', 'D', 'IH0', 'NG']","['G', 'R', 'AW', 'N', 'D', 'IH', 'NG']",real,7,long
19040,gunpowder,1.82e-06,3.26,NOUN,"['G', 'AH1', 'N', 'P', 'AW2', 'D', 'ER0']","['G', 'AH', 'N', 'P', 'AW', 'D', 'ER']",real,7,long
19047,heroism,1.82e-06,3.26,NOUN,"['HH', 'EH1', 'R', 'OW0', 'IH2', 'Z', 'AH0', 'M']","['HH', 'EH', 'R', 'OW', 'IH', 'Z', 'AH', 'M']",real,8,long
19049,hornets,1.82e-06,3.26,PROPN,"['HH', 'AO1', 'R', 'N', 'AH0', 'T', 'S']","['HH', 'AO', 'R', 'N', 'AH', 'T', 'S']",real,7,long
19052,humbled,1.82e-06,3.26,VERB,"['HH', 'AH1', 'M', 'B', 'AH0', 'L', 'D']","['HH', 'AH', 'M', 'B', 'AH', 'L', 'D']",real,7,long
19053,icelandic,1.82e-06,3.26,ADJ,"['AY0', 'S', 'L', 'AE1', 'N', 'D', 'IH0', 'K']","['AY', 'S', 'L', 'AE', 'N', 'D', 'IH', 'K']",real,8,long
19054,inducted,1.82e-06,3.26,VERB,"['IH0', 'N', 'D', 'AH1', 'K', 'T', 'AH0', 'D']","['IH', 'N', 'D', 'AH', 'K', 'T', 'AH', 'D']",real,8,long
19056,internships,1.82e-06,3.26,NOUN,"['IH1', 'N', 'T', 'ER0', 'N', 'SH', 'IH2', 'P', 'S']","['IH', 'N', 'T', 'ER', 'N', 'SH', 'IH', 'P', 'S']",real,9,long
19057,inventive,1.82e-06,3.26,ADJ,"['IH0', 'N', 'V', 'EH1', 'N', 'T', 'IH0', 'V']","['IH', 'N', 'V', 'EH', 'N', 'T', 'IH', 'V']",real,8,long
19058,inversion,1.82e-06,3.26,NOUN,"['IH0', 'N', 'V', 'ER1', 'ZH', 'AH0', 'N']","['IH', 'N', 'V', 'ER', 'ZH', 'AH', 'N']",real,7,long
19069,legalize,1.82e-06,3.26,VERB,"['L', 'IY1', 'G', 'AH0', 'L', 'AY2', 'Z']","['L', 'IY', 'G', 'AH', 'L', 'AY', 'Z']",real,7,long
19076,longitude,1.82e-06,3.26,NOUN,"['L', 'AA1', 'N', 'JH', 'AH0', 'T', 'UW2', 'D']","['L', 'AA', 'N', 'JH', 'AH', 'T', 'UW', 'D']",real,8,long
19081,maneuvers,1.82e-06,3.26,NOUN,"['M', 'AH0', 'N', 'UW1', 'V', 'ER0', 'Z']","['M', 'AH', 'N', 'UW', 'V', 'ER', 'Z']",real,7,long
19082,matilda,1.82e-06,3.26,PROPN,"['M', 'AH0', 'T', 'IH1', 'L', 'D', 'AH0']","['M', 'AH', 'T', 'IH', 'L', 'D', 'AH']",real,7,long
19086,meditate,1.82e-06,3.26,VERB,"['M', 'EH1', 'D', 'AH0', 'T', 'EY2', 'T']","['M', 'EH', 'D', 'AH', 'T', 'EY', 'T']",real,7,long
19087,mercenary,1.82e-06,3.26,ADJ,"['M', 'ER1', 'S', 'AH0', 'N', 'EH2', 'R', 'IY0']","['M', 'ER', 'S', 'AH', 'N', 'EH', 'R', 'IY']",real,8,long
19097,nonfiction,1.82e-06,3.26,NOUN,"['N', 'AA0', 'N', 'F', 'IH1', 'K', 'SH', 'AH0', 'N']","['N', 'AA', 'N', 'F', 'IH', 'K', 'SH', 'AH', 'N']",real,9,long
19100,occurrences,1.82e-06,3.26,NOUN,"['AH0', 'K', 'ER1', 'AH0', 'N', 'S', 'IH0', 'Z']","['AH', 'K', 'ER', 'AH', 'N', 'S', 'IH', 'Z']",real,8,long
19101,olympia,1.82e-06,3.26,PROPN,"['OW0', 'L', 'IH1', 'M', 'P', 'IY0', 'AH0']","['OW', 'L', 'IH', 'M', 'P', 'IY', 'AH']",real,7,long
19103,orchestral,1.82e-06,3.26,ADJ,"['AO0', 'R', 'K', 'EH1', 'S', 'T', 'R', 'AH0', 'L']","['AO', 'R', 'K', 'EH', 'S', 'T', 'R', 'AH', 'L']",real,9,long
19105,orthodoxy,1.82e-06,3.26,NOUN,"['AO1', 'R', 'TH', 'AH0', 'D', 'AA2', 'K', 'S', 'IY0']","['AO', 'R', 'TH', 'AH', 'D', 'AA', 'K', 'S', 'IY']",real,9,long
19109,paternal,1.82e-06,3.26,ADJ,"['P', 'AH0', 'T', 'ER1', 'N', 'AH0', 'L']","['P', 'AH', 'T', 'ER', 'N', 'AH', 'L']",real,7,long
19118,projectile,1.82e-06,3.26,NOUN,"['P', 'R', 'AH0', 'JH', 'EH1', 'K', 'T', 'AH0', 'L']","['P', 'R', 'AH', 'JH', 'EH', 'K', 'T', 'AH', 'L']",real,9,long
19128,recruiter,1.82e-06,3.26,NOUN,"['R', 'IH0', 'K', 'R', 'UW1', 'T', 'ER0']","['R', 'IH', 'K', 'R', 'UW', 'T', 'ER']",real,7,long
19129,reforming,1.82e-06,3.26,VERB,"['R', 'IH0', 'F', 'AO1', 'R', 'M', 'IH0', 'NG']","['R', 'IH', 'F', 'AO', 'R', 'M', 'IH', 'NG']",real,8,long
19133,repressed,1.82e-06,3.26,ADJ,"['R', 'IY0', 'P', 'R', 'EH1', 'S', 'T']","['R', 'IY', 'P', 'R', 'EH', 'S', 'T']",real,7,long
19134,reputed,1.82e-06,3.26,VERB,"['R', 'IH0', 'P', 'Y', 'UW1', 'T', 'IH0', 'D']","['R', 'IH', 'P', 'Y', 'UW', 'T', 'IH', 'D']",real,8,long
19135,resigning,1.82e-06,3.26,VERB,"['R', 'IH0', 'Z', 'AY1', 'N', 'IH0', 'NG']","['R', 'IH', 'Z', 'AY', 'N', 'IH', 'NG']",real,7,long
19136,restraints,1.82e-06,3.26,NOUN,"['R', 'IH0', 'S', 'T', 'R', 'EY1', 'N', 'T', 'S']","['R', 'IH', 'S', 'T', 'R', 'EY', 'N', 'T', 'S']",real,9,long
19139,riviera,1.82e-06,3.26,NOUN,"['R', 'IH2', 'V', 'IY0', 'EH1', 'R', 'AH0']","['R', 'IH', 'V', 'IY', 'EH', 'R', 'AH']",real,7,long
19143,secretive,1.82e-06,3.26,ADJ,"['S', 'IY1', 'K', 'R', 'AH0', 'T', 'IH0', 'V']","['S', 'IY', 'K', 'R', 'AH', 'T', 'IH', 'V']",real,8,long
19144,sediments,1.82e-06,3.26,NOUN,"['S', 'EH1', 'D', 'AH0', 'M', 'AH0', 'N', 'T', 'S']","['S', 'EH', 'D', 'AH', 'M', 'AH', 'N', 'T', 'S']",real,9,long
19145,serotonin,1.82e-06,3.26,NOUN,"['S', 'ER0', 'AH0', 'T', 'OW1', 'N', 'IH0', 'N']","['S', 'ER', 'AH', 'T', 'OW', 'N', 'IH', 'N']",real,8,long
19149,sinatra,1.82e-06,3.26,PROPN,"['S', 'AH0', 'N', 'AA1', 'T', 'R', 'AH0']","['S', 'AH', 'N', 'AA', 'T', 'R', 'AH']",real,7,long
19151,smallpox,1.82e-06,3.26,NOUN,"['S', 'M', 'AO1', 'L', 'P', 'AA2', 'K', 'S']","['S', 'M', 'AO', 'L', 'P', 'AA', 'K', 'S']",real,8,long
19155,sorority,1.82e-06,3.26,NOUN,"['S', 'ER0', 'AO1', 'R', 'AH0', 'T', 'IY0']","['S', 'ER', 'AO', 'R', 'AH', 'T', 'IY']",real,7,long
19157,speechless,1.82e-06,3.26,ADJ,"['S', 'P', 'IY1', 'CH', 'L', 'AH0', 'S']","['S', 'P', 'IY', 'CH', 'L', 'AH', 'S']",real,7,long
19161,starship,1.82e-06,3.26,NOUN,"['S', 'T', 'AA1', 'R', 'SH', 'IH2', 'P']","['S', 'T', 'AA', 'R', 'SH', 'IH', 'P']",real,7,long
19171,tragically,1.82e-06,3.26,ADV,"['T', 'R', 'AE1', 'JH', 'IH0', 'K', 'L', 'IY0']","['T', 'R', 'AE', 'JH', 'IH', 'K', 'L', 'IY']",real,8,long
19174,typewriter,1.82e-06,3.26,NOUN,"['T', 'AY1', 'P', 'R', 'AY2', 'T', 'ER0']","['T', 'AY', 'P', 'R', 'AY', 'T', 'ER']",real,7,long
19183,vividly,1.82e-06,3.26,ADV,"['V', 'IH1', 'V', 'AH0', 'D', 'L', 'IY0']","['V', 'IH', 'V', 'AH', 'D', 'L', 'IY']",real,7,long
19188,wolfgang,1.82e-06,3.26,PROPN,"['W', 'UH1', 'L', 'F', 'G', 'AE2', 'NG']","['W', 'UH', 'L', 'F', 'G', 'AE', 'NG']",real,7,long
19189,wrongdoing,1.82e-06,3.26,NOUN,"['R', 'AO1', 'NG', 'D', 'UW0', 'IH0', 'NG']","['R', 'AO', 'NG', 'D', 'UW', 'IH', 'NG']",real,7,long
19190,abusers,1.78e-06,3.25,NOUN,"['AH0', 'B', 'Y', 'UW1', 'Z', 'ER0', 'Z']","['AH', 'B', 'Y', 'UW', 'Z', 'ER', 'Z']",real,7,long
19192,additives,1.78e-06,3.25,NOUN,"['AE1', 'D', 'AH0', 'T', 'IH0', 'V', 'Z']","['AE', 'D', 'AH', 'T', 'IH', 'V', 'Z']",real,7,long
19193,albanian,1.78e-06,3.25,ADJ,"['AE0', 'L', 'B', 'EY1', 'N', 'IY0', 'AH0', 'N']","['AE', 'L', 'B', 'EY', 'N', 'IY', 'AH', 'N']",real,8,long
19194,alistair,1.78e-06,3.25,PROPN,"['AE1', 'L', 'IH0', 'S', 'T', 'EH2', 'R']","['AE', 'L', 'IH', 'S', 'T', 'EH', 'R']",real,7,long
19195,alkaline,1.78e-06,3.25,ADJ,"['AE1', 'L', 'K', 'AH0', 'L', 'AY2', 'N']","['AE', 'L', 'K', 'AH', 'L', 'AY', 'N']",real,7,long
19196,antidote,1.78e-06,3.25,VERB,"['AE1', 'N', 'T', 'IH0', 'D', 'OW2', 'T']","['AE', 'N', 'T', 'IH', 'D', 'OW', 'T']",real,7,long
19198,appalachian,1.78e-06,3.25,PROPN,"['AE2', 'P', 'AH0', 'L', 'EY1', 'CH', 'AH0', 'N']","['AE', 'P', 'AH', 'L', 'EY', 'CH', 'AH', 'N']",real,8,long
19200,arterial,1.78e-06,3.25,ADJ,"['AA0', 'R', 'T', 'IH1', 'R', 'IY0', 'AH0', 'L']","['AA', 'R', 'T', 'IH', 'R', 'IY', 'AH', 'L']",real,8,long
19201,artisans,1.78e-06,3.25,NOUN,"['AA1', 'R', 'T', 'AH0', 'Z', 'AH0', 'N', 'Z']","['AA', 'R', 'T', 'AH', 'Z', 'AH', 'N', 'Z']",real,8,long
19202,asparagus,1.78e-06,3.25,NOUN,"['AH0', 'S', 'P', 'EH1', 'R', 'AH0', 'G', 'AH0', 'S']","['AH', 'S', 'P', 'EH', 'R', 'AH', 'G', 'AH', 'S']",real,9,long
19207,auditory,1.78e-06,3.25,ADJ,"['AO1', 'D', 'IH0', 'T', 'AO2', 'R', 'IY0']","['AO', 'D', 'IH', 'T', 'AO', 'R', 'IY']",real,7,long
19210,awkwardly,1.78e-06,3.25,ADV,"['AO1', 'K', 'W', 'ER0', 'D', 'L', 'IY0']","['AO', 'K', 'W', 'ER', 'D', 'L', 'IY']",real,7,long
19212,balkans,1.78e-06,3.25,PROPN,"['B', 'AO1', 'L', 'K', 'AH0', 'N', 'Z']","['B', 'AO', 'L', 'K', 'AH', 'N', 'Z']",real,7,long
19216,biennial,1.78e-06,3.25,ADJ,"['B', 'AY0', 'EH1', 'N', 'IY0', 'AH0', 'L']","['B', 'AY', 'EH', 'N', 'IY', 'AH', 'L']",real,7,long
19226,budgeting,1.78e-06,3.25,NOUN,"['B', 'AH1', 'JH', 'IH0', 'T', 'IH0', 'NG']","['B', 'AH', 'JH', 'IH', 'T', 'IH', 'NG']",real,7,long
19227,bulletproof,1.78e-06,3.25,NOUN,"['B', 'UH1', 'L', 'AH0', 'T', 'P', 'R', 'UW2', 'F']","['B', 'UH', 'L', 'AH', 'T', 'P', 'R', 'UW', 'F']",real,9,long
19228,cambodian,1.78e-06,3.25,ADJ,"['K', 'AE2', 'M', 'B', 'OW1', 'D', 'IY0', 'AH0', 'N']","['K', 'AE', 'M', 'B', 'OW', 'D', 'IY', 'AH', 'N']",real,9,long
19230,cassandra,1.78e-06,3.25,PROPN,"['K', 'AH0', 'S', 'AE1', 'N', 'D', 'R', 'AH0']","['K', 'AH', 'S', 'AE', 'N', 'D', 'R', 'AH']",real,8,long
19232,cecilia,1.78e-06,3.25,PROPN,"['S', 'IH0', 'S', 'IY1', 'L', 'Y', 'AH0']","['S', 'IH', 'S', 'IY', 'L', 'Y', 'AH']",real,7,long
19233,cemented,1.78e-06,3.25,VERB,"['S', 'AH0', 'M', 'EH1', 'N', 'T', 'AH0', 'D']","['S', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'D']",real,8,long
19234,cessation,1.78e-06,3.25,NOUN,"['S', 'EH2', 'S', 'EY1', 'SH', 'AH0', 'N']","['S', 'EH', 'S', 'EY', 'SH', 'AH', 'N']",real,7,long
19236,charlton,1.78e-06,3.25,PROPN,"['CH', 'AA1', 'R', 'L', 'T', 'AH0', 'N']","['CH', 'AA', 'R', 'L', 'T', 'AH', 'N']",real,7,long
19238,chemists,1.78e-06,3.25,NOUN,"['K', 'EH1', 'M', 'AH0', 'S', 'T', 'S']","['K', 'EH', 'M', 'AH', 'S', 'T', 'S']",real,7,long
19242,collagen,1.78e-06,3.25,NOUN,"['K', 'AA1', 'L', 'AH0', 'G', 'AH0', 'N']","['K', 'AA', 'L', 'AH', 'G', 'AH', 'N']",real,7,long
19243,combating,1.78e-06,3.25,VERB,"['K', 'AH0', 'M', 'B', 'AE1', 'T', 'IH0', 'NG']","['K', 'AH', 'M', 'B', 'AE', 'T', 'IH', 'NG']",real,8,long
19244,commencing,1.78e-06,3.25,NOUN,"['K', 'AH0', 'M', 'EH1', 'N', 'S', 'IH0', 'NG']","['K', 'AH', 'M', 'EH', 'N', 'S', 'IH', 'NG']",real,8,long
19246,complied,1.78e-06,3.25,VERB,"['K', 'AH0', 'M', 'P', 'L', 'AY1', 'D']","['K', 'AH', 'M', 'P', 'L', 'AY', 'D']",real,7,long
19256,disagrees,1.78e-06,3.25,VERB,"['D', 'IH0', 'S', 'AH0', 'G', 'R', 'IY1', 'Z']","['D', 'IH', 'S', 'AH', 'G', 'R', 'IY', 'Z']",real,8,long
19259,dresden,1.78e-06,3.25,PROPN,"['D', 'R', 'EH1', 'Z', 'D', 'IH0', 'N']","['D', 'R', 'EH', 'Z', 'D', 'IH', 'N']",real,7,long
19263,elevations,1.78e-06,3.25,NOUN,"['EH2', 'L', 'AH0', 'V', 'EY1', 'SH', 'AH0', 'N', 'Z']","['EH', 'L', 'AH', 'V', 'EY', 'SH', 'AH', 'N', 'Z']",real,9,long
19264,emeritus,1.78e-06,3.25,NOUN,"['IH0', 'M', 'EH1', 'R', 'AH0', 'T', 'AH0', 'S']","['IH', 'M', 'EH', 'R', 'AH', 'T', 'AH', 'S']",real,8,long
19265,emigration,1.78e-06,3.25,NOUN,"['EH2', 'M', 'AH0', 'G', 'R', 'EY1', 'SH', 'AH0', 'N']","['EH', 'M', 'AH', 'G', 'R', 'EY', 'SH', 'AH', 'N']",real,9,long
19270,excursions,1.78e-06,3.25,NOUN,"['IH0', 'K', 'S', 'K', 'ER1', 'ZH', 'AH0', 'N', 'Z']","['IH', 'K', 'S', 'K', 'ER', 'ZH', 'AH', 'N', 'Z']",real,9,long
19271,extant,1.78e-06,3.25,ADJ,"['EH1', 'K', 'S', 'T', 'AH0', 'N', 'T']","['EH', 'K', 'S', 'T', 'AH', 'N', 'T']",real,7,long
19276,fictitious,1.78e-06,3.25,ADJ,"['F', 'IH0', 'K', 'T', 'IH1', 'SH', 'AH0', 'S']","['F', 'IH', 'K', 'T', 'IH', 'SH', 'AH', 'S']",real,8,long
19277,firsthand,1.78e-06,3.25,ADV,"['F', 'ER0', 'S', 'T', 'HH', 'AE1', 'N', 'D']","['F', 'ER', 'S', 'T', 'HH', 'AE', 'N', 'D']",real,8,long
19282,gardeners,1.78e-06,3.25,NOUN,"['G', 'AA1', 'R', 'D', 'AH0', 'N', 'ER0', 'Z']","['G', 'AA', 'R', 'D', 'AH', 'N', 'ER', 'Z']",real,8,long
19283,geologic,1.78e-06,3.25,ADJ,"['JH', 'IY2', 'AH0', 'L', 'AA1', 'JH', 'IH0', 'K']","['JH', 'IY', 'AH', 'L', 'AA', 'JH', 'IH', 'K']",real,8,long
19284,giggling,1.78e-06,3.25,VERB,"['G', 'IH1', 'G', 'AH0', 'L', 'IH0', 'NG']","['G', 'IH', 'G', 'AH', 'L', 'IH', 'NG']",real,7,long
19285,gillespie,1.78e-06,3.25,PROPN,"['G', 'AH0', 'L', 'EH1', 'S', 'P', 'IY0']","['G', 'AH', 'L', 'EH', 'S', 'P', 'IY']",real,7,long
19286,goldstein,1.78e-06,3.25,PROPN,"['G', 'OW1', 'L', 'D', 'S', 'T', 'AY2', 'N']","['G', 'OW', 'L', 'D', 'S', 'T', 'AY', 'N']",real,8,long
19287,gospels,1.78e-06,3.25,NOUN,"['G', 'AA1', 'S', 'P', 'AH0', 'L', 'Z']","['G', 'AA', 'S', 'P', 'AH', 'L', 'Z']",real,7,long
19289,grasping,1.78e-06,3.25,VERB,"['G', 'R', 'AE1', 'S', 'P', 'IH0', 'NG']","['G', 'R', 'AE', 'S', 'P', 'IH', 'NG']",real,7,long
