Unnamed: 0,Word,Frequency,Zipf Frequency,Part of Speech,Phonemes,No Stress,Lexicality,Length,Size
13914,absorbing,3.16e-06,3.5,VERB,"['AH0', 'B', 'Z', 'AO1', 'R', 'B', 'IH0', 'NG']","['AH', 'B', 'Z', 'AO', 'R', 'B', 'IH', 'NG']",real,8,long
13915,adapting,3.16e-06,3.5,VERB,"['AH0', 'D', 'AE1', 'P', 'T', 'IH0', 'NG']","['AH', 'D', 'AE', 'P', 'T', 'IH', 'NG']",real,7,long
13918,albuquerque,3.16e-06,3.5,PROPN,"['AE1', 'L', 'B', 'AH0', 'K', 'ER0', 'K', 'IY0']","['AE', 'L', 'B', 'AH', 'K', 'ER', 'K', 'IY']",real,8,long
13919,allegation,3.16e-06,3.5,NOUN,"['AE2', 'L', 'AH0', 'G', 'EY1', 'SH', 'AH0', 'N']","['AE', 'L', 'AH', 'G', 'EY', 'SH', 'AH', 'N']",real,8,long
13920,alternating,3.16e-06,3.5,VERB,"['AO1', 'L', 'T', 'ER0', 'N', 'EY2', 'T', 'IH0', 'NG']","['AO', 'L', 'T', 'ER', 'N', 'EY', 'T', 'IH', 'NG']",real,9,long
13921,ancestry,3.16e-06,3.5,NOUN,"['AE1', 'N', 'S', 'EH0', 'S', 'T', 'R', 'IY0']","['AE', 'N', 'S', 'EH', 'S', 'T', 'R', 'IY']",real,8,long
13927,augmented,3.16e-06,3.5,VERB,"['AA0', 'G', 'M', 'EH1', 'N', 'T', 'AH0', 'D']","['AA', 'G', 'M', 'EH', 'N', 'T', 'AH', 'D']",real,8,long
13932,barbados,3.16e-06,3.5,PROPN,"['B', 'AA0', 'R', 'B', 'EY1', 'D', 'OW0', 'S']","['B', 'AA', 'R', 'B', 'EY', 'D', 'OW', 'S']",real,8,long
13934,bartender,3.16e-06,3.5,NOUN,"['B', 'AA1', 'R', 'T', 'EH2', 'N', 'D', 'ER0']","['B', 'AA', 'R', 'T', 'EH', 'N', 'D', 'ER']",real,8,long
13938,blended,3.16e-06,3.5,VERB,"['B', 'L', 'EH1', 'N', 'D', 'AH0', 'D']","['B', 'L', 'EH', 'N', 'D', 'AH', 'D']",real,7,long
13939,bohemian,3.16e-06,3.5,ADJ,"['B', 'OW0', 'HH', 'IY1', 'M', 'IY0', 'AH0', 'N']","['B', 'OW', 'HH', 'IY', 'M', 'IY', 'AH', 'N']",real,8,long
13946,broadcasts,3.16e-06,3.5,NOUN,"['B', 'R', 'AO1', 'D', 'K', 'AE2', 'S', 'T', 'S']","['B', 'R', 'AO', 'D', 'K', 'AE', 'S', 'T', 'S']",real,9,long
13947,broccoli,3.16e-06,3.5,VERB,"['B', 'R', 'AA1', 'K', 'AH0', 'L', 'IY0']","['B', 'R', 'AA', 'K', 'AH', 'L', 'IY']",real,7,long
13951,burlington,3.16e-06,3.5,PROPN,"['B', 'ER1', 'L', 'IH0', 'NG', 'T', 'AH0', 'N']","['B', 'ER', 'L', 'IH', 'NG', 'T', 'AH', 'N']",real,8,long
13962,consciously,3.16e-06,3.5,ADV,"['K', 'AA1', 'N', 'SH', 'AH0', 'S', 'L', 'IY0']","['K', 'AA', 'N', 'SH', 'AH', 'S', 'L', 'IY']",real,8,long
13963,corpses,3.16e-06,3.5,NOUN,"['K', 'AO1', 'R', 'P', 'S', 'AH0', 'Z']","['K', 'AO', 'R', 'P', 'S', 'AH', 'Z']",real,7,long
13964,correlated,3.16e-06,3.5,VERB,"['K', 'AO1', 'R', 'AH0', 'L', 'EY2', 'T', 'AH0', 'D']","['K', 'AO', 'R', 'AH', 'L', 'EY', 'T', 'AH', 'D']",real,9,long
13965,correspond,3.16e-06,3.5,VERB,"['K', 'AO2', 'R', 'AH0', 'S', 'P', 'AA1', 'N', 'D']","['K', 'AO', 'R', 'AH', 'S', 'P', 'AA', 'N', 'D']",real,9,long
13968,crippled,3.16e-06,3.5,VERB,"['K', 'R', 'IH1', 'P', 'AH0', 'L', 'D']","['K', 'R', 'IH', 'P', 'AH', 'L', 'D']",real,7,long
13971,decency,3.16e-06,3.5,NOUN,"['D', 'IY1', 'S', 'AH0', 'N', 'S', 'IY0']","['D', 'IY', 'S', 'AH', 'N', 'S', 'IY']",real,7,long
13972,deficits,3.16e-06,3.5,NOUN,"['D', 'EH1', 'F', 'IH0', 'S', 'IH0', 'T', 'S']","['D', 'EH', 'F', 'IH', 'S', 'IH', 'T', 'S']",real,8,long
13974,destroyer,3.16e-06,3.5,NOUN,"['D', 'IH0', 'S', 'T', 'R', 'OY1', 'ER0']","['D', 'IH', 'S', 'T', 'R', 'OY', 'ER']",real,7,long
13976,dispersed,3.16e-06,3.5,VERB,"['D', 'IH0', 'S', 'P', 'ER1', 'S', 'T']","['D', 'IH', 'S', 'P', 'ER', 'S', 'T']",real,7,long
13977,doorstep,3.16e-06,3.5,NOUN,"['D', 'AO1', 'R', 'S', 'T', 'EH2', 'P']","['D', 'AO', 'R', 'S', 'T', 'EH', 'P']",real,7,long
13979,embarked,3.16e-06,3.5,VERB,"['EH0', 'M', 'B', 'AA1', 'R', 'K', 'T']","['EH', 'M', 'B', 'AA', 'R', 'K', 'T']",real,7,long
13986,garments,3.16e-06,3.5,NOUN,"['G', 'AA1', 'R', 'M', 'AH0', 'N', 'T', 'S']","['G', 'AA', 'R', 'M', 'AH', 'N', 'T', 'S']",real,8,long
13987,glamorous,3.16e-06,3.5,ADJ,"['G', 'L', 'AE1', 'M', 'ER0', 'AH0', 'S']","['G', 'L', 'AE', 'M', 'ER', 'AH', 'S']",real,7,long
13988,goldberg,3.16e-06,3.5,PROPN,"['G', 'OW1', 'L', 'D', 'B', 'ER0', 'G']","['G', 'OW', 'L', 'D', 'B', 'ER', 'G']",real,7,long
13998,homophobic,3.16e-06,3.5,ADJ,"['HH', 'OW2', 'M', 'AH0', 'F', 'OW1', 'B', 'IH0', 'K']","['HH', 'OW', 'M', 'AH', 'F', 'OW', 'B', 'IH', 'K']",real,9,long
13999,honolulu,3.16e-06,3.5,PROPN,"['HH', 'AA2', 'N', 'AH0', 'L', 'UW1', 'L', 'UW0']","['HH', 'AA', 'N', 'AH', 'L', 'UW', 'L', 'UW']",real,8,long
14001,hyderabad,3.16e-06,3.5,PROPN,"['HH', 'AY0', 'D', 'EH1', 'R', 'AH0', 'B', 'AE2', 'D']","['HH', 'AY', 'D', 'EH', 'R', 'AH', 'B', 'AE', 'D']",real,9,long
14004,implants,3.16e-06,3.5,NOUN,"['IH0', 'M', 'P', 'L', 'AE1', 'N', 'T', 'S']","['IH', 'M', 'P', 'L', 'AE', 'N', 'T', 'S']",real,8,long
14005,indicted,3.16e-06,3.5,VERB,"['IH0', 'N', 'D', 'AY1', 'T', 'AH0', 'D']","['IH', 'N', 'D', 'AY', 'T', 'AH', 'D']",real,7,long
14008,invading,3.16e-06,3.5,VERB,"['IH0', 'N', 'V', 'EY1', 'D', 'IH0', 'NG']","['IH', 'N', 'V', 'EY', 'D', 'IH', 'NG']",real,7,long
14009,irritated,3.16e-06,3.5,ADJ,"['IH1', 'R', 'AH0', 'T', 'EY2', 'T', 'AH0', 'D']","['IH', 'R', 'AH', 'T', 'EY', 'T', 'AH', 'D']",real,8,long
14012,jurassic,3.16e-06,3.5,PROPN,"['JH', 'UH0', 'R', 'AE1', 'S', 'IH0', 'K']","['JH', 'UH', 'R', 'AE', 'S', 'IH', 'K']",real,7,long
14020,liberia,3.16e-06,3.5,PROPN,"['L', 'AY0', 'B', 'IH1', 'R', 'IY0', 'AH0']","['L', 'AY', 'B', 'IH', 'R', 'IY', 'AH']",real,7,long
14021,lithuania,3.16e-06,3.5,PROPN,"['L', 'IH2', 'TH', 'AH0', 'W', 'EY1', 'N', 'IY0', 'AH0']","['L', 'IH', 'TH', 'AH', 'W', 'EY', 'N', 'IY', 'AH']",real,9,long
14022,locomotive,3.16e-06,3.5,NOUN,"['L', 'OW2', 'K', 'AH0', 'M', 'OW1', 'T', 'IH0', 'V']","['L', 'OW', 'K', 'AH', 'M', 'OW', 'T', 'IH', 'V']",real,9,long
14032,microscope,3.16e-06,3.5,NOUN,"['M', 'AY1', 'K', 'R', 'AH0', 'S', 'K', 'OW2', 'P']","['M', 'AY', 'K', 'R', 'AH', 'S', 'K', 'OW', 'P']",real,9,long
14039,multiply,3.16e-06,3.5,VERB,"['M', 'AH1', 'L', 'T', 'AH0', 'P', 'L', 'AY2']","['M', 'AH', 'L', 'T', 'AH', 'P', 'L', 'AY']",real,8,long
14040,narcotics,3.16e-06,3.5,NOUN,"['N', 'AA0', 'R', 'K', 'AA1', 'T', 'IH0', 'K', 'S']","['N', 'AA', 'R', 'K', 'AA', 'T', 'IH', 'K', 'S']",real,9,long
14044,obedience,3.16e-06,3.5,NOUN,"['OW0', 'B', 'IY1', 'D', 'IY0', 'AH0', 'N', 'S']","['OW', 'B', 'IY', 'D', 'IY', 'AH', 'N', 'S']",real,8,long
14045,objected,3.16e-06,3.5,VERB,"['AH0', 'B', 'JH', 'EH1', 'K', 'T', 'AH0', 'D']","['AH', 'B', 'JH', 'EH', 'K', 'T', 'AH', 'D']",real,8,long
14046,obligated,3.16e-06,3.5,VERB,"['AA1', 'B', 'L', 'AH0', 'G', 'EY2', 'T', 'IH0', 'D']","['AA', 'B', 'L', 'AH', 'G', 'EY', 'T', 'IH', 'D']",real,9,long
14050,parasites,3.16e-06,3.5,NOUN,"['P', 'EH1', 'R', 'AH0', 'S', 'AY2', 'T', 'S']","['P', 'EH', 'R', 'AH', 'S', 'AY', 'T', 'S']",real,8,long
14055,picturesque,3.16e-06,3.5,ADJ,"['P', 'IH1', 'K', 'CH', 'ER0', 'AH0', 'S', 'K']","['P', 'IH', 'K', 'CH', 'ER', 'AH', 'S', 'K']",real,8,long
14056,pilgrimage,3.16e-06,3.5,NOUN,"['P', 'IH1', 'L', 'G', 'R', 'AH0', 'M', 'AH0', 'JH']","['P', 'IH', 'L', 'G', 'R', 'AH', 'M', 'AH', 'JH']",real,9,long
14059,pivotal,3.16e-06,3.5,ADJ,"['P', 'IH1', 'V', 'AH0', 'T', 'AH0', 'L']","['P', 'IH', 'V', 'AH', 'T', 'AH', 'L']",real,7,long
14062,preventive,3.16e-06,3.5,ADJ,"['P', 'R', 'IH0', 'V', 'EH1', 'N', 'T', 'IH0', 'V']","['P', 'R', 'IH', 'V', 'EH', 'N', 'T', 'IH', 'V']",real,9,long
14065,progressing,3.16e-06,3.5,VERB,"['P', 'R', 'AH0', 'G', 'R', 'EH1', 'S', 'IH0', 'NG']","['P', 'R', 'AH', 'G', 'R', 'EH', 'S', 'IH', 'NG']",real,9,long
14067,pulmonary,3.16e-06,3.5,ADJ,"['P', 'UH1', 'L', 'M', 'AH0', 'N', 'EH2', 'R', 'IY0']","['P', 'UH', 'L', 'M', 'AH', 'N', 'EH', 'R', 'IY']",real,9,long
14068,punishing,3.16e-06,3.5,VERB,"['P', 'AH1', 'N', 'IH0', 'SH', 'IH0', 'NG']","['P', 'AH', 'N', 'IH', 'SH', 'IH', 'NG']",real,7,long
14070,radicals,3.16e-06,3.5,NOUN,"['R', 'AE1', 'D', 'AH0', 'K', 'AH0', 'L', 'Z']","['R', 'AE', 'D', 'AH', 'K', 'AH', 'L', 'Z']",real,8,long
14071,raspberry,3.16e-06,3.5,NOUN,"['R', 'AE1', 'Z', 'B', 'EH2', 'R', 'IY0']","['R', 'AE', 'Z', 'B', 'EH', 'R', 'IY']",real,7,long
14072,reconcile,3.16e-06,3.5,VERB,"['R', 'EH1', 'K', 'AH0', 'N', 'S', 'AY2', 'L']","['R', 'EH', 'K', 'AH', 'N', 'S', 'AY', 'L']",real,8,long
14073,regression,3.16e-06,3.5,NOUN,"['R', 'AH0', 'G', 'R', 'EH1', 'SH', 'AH0', 'N']","['R', 'AH', 'G', 'R', 'EH', 'SH', 'AH', 'N']",real,8,long
14074,resilient,3.16e-06,3.5,ADJ,"['R', 'IH0', 'Z', 'IH1', 'L', 'Y', 'AH0', 'N', 'T']","['R', 'IH', 'Z', 'IH', 'L', 'Y', 'AH', 'N', 'T']",real,9,long
14084,seminars,3.16e-06,3.5,NOUN,"['S', 'EH1', 'M', 'AH0', 'N', 'AA2', 'R', 'Z']","['S', 'EH', 'M', 'AH', 'N', 'AA', 'R', 'Z']",real,8,long
14085,shortages,3.16e-06,3.5,NOUN,"['SH', 'AO1', 'R', 'T', 'AH0', 'JH', 'AH0', 'Z']","['SH', 'AO', 'R', 'T', 'AH', 'JH', 'AH', 'Z']",real,8,long
14086,shortened,3.16e-06,3.5,VERB,"['SH', 'AO1', 'R', 'T', 'AH0', 'N', 'D']","['SH', 'AO', 'R', 'T', 'AH', 'N', 'D']",real,7,long
14092,staggering,3.16e-06,3.5,VERB,"['S', 'T', 'AE1', 'G', 'ER0', 'IH0', 'NG']","['S', 'T', 'AE', 'G', 'ER', 'IH', 'NG']",real,7,long
14093,statutes,3.16e-06,3.5,NOUN,"['S', 'T', 'AE1', 'CH', 'UW0', 'T', 'S']","['S', 'T', 'AE', 'CH', 'UW', 'T', 'S']",real,7,long
14094,striving,3.16e-06,3.5,VERB,"['S', 'T', 'R', 'AY1', 'V', 'IH0', 'NG']","['S', 'T', 'R', 'AY', 'V', 'IH', 'NG']",real,7,long
14097,synonymous,3.16e-06,3.5,ADJ,"['S', 'AH0', 'N', 'AA1', 'N', 'AH0', 'M', 'AH0', 'S']","['S', 'AH', 'N', 'AA', 'N', 'AH', 'M', 'AH', 'S']",real,9,long
14103,toxins,3.16e-06,3.5,NOUN,"['T', 'AA1', 'K', 'S', 'AH0', 'N', 'Z']","['T', 'AA', 'K', 'S', 'AH', 'N', 'Z']",real,7,long
14104,troubling,3.16e-06,3.5,VERB,"['T', 'R', 'AH1', 'B', 'AH0', 'L', 'IH0', 'NG']","['T', 'R', 'AH', 'B', 'AH', 'L', 'IH', 'NG']",real,8,long
14111,woodward,3.16e-06,3.5,PROPN,"['W', 'UH1', 'D', 'W', 'AO2', 'R', 'D']","['W', 'UH', 'D', 'W', 'AO', 'R', 'D']",real,7,long
14113,actresses,3.09e-06,3.49,NOUN,"['AE1', 'K', 'T', 'R', 'AH0', 'S', 'IH0', 'Z']","['AE', 'K', 'T', 'R', 'AH', 'S', 'IH', 'Z']",real,8,long
14115,ancestor,3.09e-06,3.49,NOUN,"['AE1', 'N', 'S', 'EH2', 'S', 'T', 'ER0']","['AE', 'N', 'S', 'EH', 'S', 'T', 'ER']",real,7,long
14121,autograph,3.09e-06,3.49,PROPN,"['AO1', 'T', 'AH0', 'G', 'R', 'AE2', 'F']","['AO', 'T', 'AH', 'G', 'R', 'AE', 'F']",real,7,long
14122,automobiles,3.09e-06,3.49,NOUN,"['AO1', 'T', 'AH0', 'M', 'OW0', 'B', 'IY2', 'L', 'Z']","['AO', 'T', 'AH', 'M', 'OW', 'B', 'IY', 'L', 'Z']",real,9,long
14127,blasted,3.09e-06,3.49,VERB,"['B', 'L', 'AE1', 'S', 'T', 'AH0', 'D']","['B', 'L', 'AE', 'S', 'T', 'AH', 'D']",real,7,long
14129,botanical,3.09e-06,3.49,PROPN,"['B', 'AH0', 'T', 'AE1', 'N', 'IH0', 'K', 'AH0', 'L']","['B', 'AH', 'T', 'AE', 'N', 'IH', 'K', 'AH', 'L']",real,9,long
14143,clarified,3.09e-06,3.49,VERB,"['K', 'L', 'EH1', 'R', 'AH0', 'F', 'AY2', 'D']","['K', 'L', 'EH', 'R', 'AH', 'F', 'AY', 'D']",real,8,long
14146,coincide,3.09e-06,3.49,VERB,"['K', 'OW2', 'IH0', 'N', 'S', 'AY1', 'D']","['K', 'OW', 'IH', 'N', 'S', 'AY', 'D']",real,7,long
14147,comedians,3.09e-06,3.49,NOUN,"['K', 'AH0', 'M', 'IY1', 'D', 'IY0', 'AH0', 'N', 'Z']","['K', 'AH', 'M', 'IY', 'D', 'IY', 'AH', 'N', 'Z']",real,9,long
14148,commemorate,3.09e-06,3.49,VERB,"['K', 'AH0', 'M', 'EH1', 'M', 'ER0', 'EY2', 'T']","['K', 'AH', 'M', 'EH', 'M', 'ER', 'EY', 'T']",real,8,long
14150,concurrent,3.09e-06,3.49,ADJ,"['K', 'AH0', 'N', 'K', 'ER1', 'AH0', 'N', 'T']","['K', 'AH', 'N', 'K', 'ER', 'AH', 'N', 'T']",real,8,long
14151,corrupted,3.09e-06,3.49,VERB,"['K', 'ER0', 'AH1', 'P', 'T', 'IH0', 'D']","['K', 'ER', 'AH', 'P', 'T', 'IH', 'D']",real,7,long
14152,coventry,3.09e-06,3.49,PROPN,"['K', 'AH1', 'V', 'AH0', 'N', 'T', 'R', 'IY0']","['K', 'AH', 'V', 'AH', 'N', 'T', 'R', 'IY']",real,8,long
14153,crocodile,3.09e-06,3.49,NOUN,"['K', 'R', 'AA1', 'K', 'AH0', 'D', 'AY2', 'L']","['K', 'R', 'AA', 'K', 'AH', 'D', 'AY', 'L']",real,8,long
14161,disagreed,3.09e-06,3.49,VERB,"['D', 'IH0', 'S', 'AH0', 'G', 'R', 'IY1', 'D']","['D', 'IH', 'S', 'AH', 'G', 'R', 'IY', 'D']",real,8,long
14163,diverted,3.09e-06,3.49,VERB,"['D', 'AY0', 'V', 'ER1', 'T', 'IH0', 'D']","['D', 'AY', 'V', 'ER', 'T', 'IH', 'D']",real,7,long
14169,egyptians,3.09e-06,3.49,PROPN,"['IH0', 'JH', 'IH1', 'P', 'SH', 'AH0', 'N', 'Z']","['IH', 'JH', 'IH', 'P', 'SH', 'AH', 'N', 'Z']",real,8,long
14171,enlightened,3.09e-06,3.49,VERB,"['EH0', 'N', 'L', 'AY1', 'T', 'AH0', 'N', 'D']","['EH', 'N', 'L', 'AY', 'T', 'AH', 'N', 'D']",real,8,long
14173,escorted,3.09e-06,3.49,VERB,"['EH0', 'S', 'K', 'AO1', 'R', 'T', 'IH0', 'D']","['EH', 'S', 'K', 'AO', 'R', 'T', 'IH', 'D']",real,8,long
14174,exhaustion,3.09e-06,3.49,NOUN,"['IH0', 'G', 'Z', 'AO1', 'S', 'CH', 'AH0', 'N']","['IH', 'G', 'Z', 'AO', 'S', 'CH', 'AH', 'N']",real,8,long
14176,famously,3.09e-06,3.49,ADV,"['F', 'EY1', 'M', 'AH0', 'S', 'L', 'IY0']","['F', 'EY', 'M', 'AH', 'S', 'L', 'IY']",real,7,long
14180,fisherman,3.09e-06,3.49,NOUN,"['F', 'IH1', 'SH', 'ER0', 'M', 'AE2', 'N']","['F', 'IH', 'SH', 'ER', 'M', 'AE', 'N']",real,7,long
14183,forgiving,3.09e-06,3.49,VERB,"['F', 'ER0', 'G', 'IH1', 'V', 'IH0', 'NG']","['F', 'ER', 'G', 'IH', 'V', 'IH', 'NG']",real,7,long
14184,fractured,3.09e-06,3.49,ADJ,"['F', 'R', 'AE1', 'K', 'CH', 'ER0', 'D']","['F', 'R', 'AE', 'K', 'CH', 'ER', 'D']",real,7,long
14185,galactic,3.09e-06,3.49,ADJ,"['G', 'AH0', 'L', 'AE1', 'K', 'T', 'IH0', 'K']","['G', 'AH', 'L', 'AE', 'K', 'T', 'IH', 'K']",real,8,long
14186,gardener,3.09e-06,3.49,NOUN,"['G', 'AA1', 'R', 'D', 'AH0', 'N', 'ER0']","['G', 'AA', 'R', 'D', 'AH', 'N', 'ER']",real,7,long
14189,grassroots,3.09e-06,3.49,PROPN,"['G', 'R', 'AE1', 'S', 'R', 'UW1', 'T', 'S']","['G', 'R', 'AE', 'S', 'R', 'UW', 'T', 'S']",real,8,long
14194,habitats,3.09e-06,3.49,NOUN,"['HH', 'AE1', 'B', 'AH0', 'T', 'AE2', 'T', 'S']","['HH', 'AE', 'B', 'AH', 'T', 'AE', 'T', 'S']",real,8,long
14196,hereditary,3.09e-06,3.49,ADJ,"['HH', 'ER0', 'EH1', 'D', 'AH0', 'T', 'EH2', 'R', 'IY0']","['HH', 'ER', 'EH', 'D', 'AH', 'T', 'EH', 'R', 'IY']",real,9,long
14198,homestead,3.09e-06,3.49,NOUN,"['HH', 'OW1', 'M', 'S', 'T', 'EH2', 'D']","['HH', 'OW', 'M', 'S', 'T', 'EH', 'D']",real,7,long
14199,horribly,3.09e-06,3.49,ADV,"['HH', 'AO1', 'R', 'AH0', 'B', 'L', 'IY0']","['HH', 'AO', 'R', 'AH', 'B', 'L', 'IY']",real,7,long
14200,horsepower,3.09e-06,3.49,PROPN,"['HH', 'AO1', 'R', 'S', 'P', 'AW2', 'ER0']","['HH', 'AO', 'R', 'S', 'P', 'AW', 'ER']",real,7,long
14205,insurers,3.09e-06,3.49,NOUN,"['IH0', 'N', 'SH', 'UH1', 'R', 'ER0', 'Z']","['IH', 'N', 'SH', 'UH', 'R', 'ER', 'Z']",real,7,long
14206,intellect,3.09e-06,3.49,NOUN,"['IH1', 'N', 'T', 'AH0', 'L', 'EH2', 'K', 'T']","['IH', 'N', 'T', 'AH', 'L', 'EH', 'K', 'T']",real,8,long
14208,intending,3.09e-06,3.49,VERB,"['IH0', 'N', 'T', 'EH1', 'N', 'D', 'IH0', 'NG']","['IH', 'N', 'T', 'EH', 'N', 'D', 'IH', 'NG']",real,8,long
14209,interchange,3.09e-06,3.49,VERB,"['IH2', 'N', 'T', 'ER0', 'CH', 'EY1', 'N', 'JH']","['IH', 'N', 'T', 'ER', 'CH', 'EY', 'N', 'JH']",real,8,long
14210,isabella,3.09e-06,3.49,PROPN,"['IH2', 'Z', 'AH0', 'B', 'EH1', 'L', 'AH0']","['IH', 'Z', 'AH', 'B', 'EH', 'L', 'AH']",real,7,long
14214,kristen,3.09e-06,3.49,PROPN,"['K', 'R', 'IH1', 'S', 'T', 'AH0', 'N']","['K', 'R', 'IH', 'S', 'T', 'AH', 'N']",real,7,long
14217,laundering,3.09e-06,3.49,VERB,"['L', 'AO1', 'N', 'D', 'ER0', 'IH0', 'NG']","['L', 'AO', 'N', 'D', 'ER', 'IH', 'NG']",real,7,long
14223,magnesium,3.09e-06,3.49,NOUN,"['M', 'AE0', 'G', 'N', 'IY1', 'Z', 'IY0', 'AH0', 'M']","['M', 'AE', 'G', 'N', 'IY', 'Z', 'IY', 'AH', 'M']",real,9,long
14224,mclaren,3.09e-06,3.49,PROPN,"['M', 'AH0', 'K', 'L', 'EH1', 'R', 'AH0', 'N']","['M', 'AH', 'K', 'L', 'EH', 'R', 'AH', 'N']",real,8,long
14226,mindful,3.09e-06,3.49,ADJ,"['M', 'AY1', 'N', 'D', 'F', 'AH0', 'L']","['M', 'AY', 'N', 'D', 'F', 'AH', 'L']",real,7,long
14234,nautical,3.09e-06,3.49,ADJ,"['N', 'AO1', 'T', 'AH0', 'K', 'AH0', 'L']","['N', 'AO', 'T', 'AH', 'K', 'AH', 'L']",real,7,long
14238,noteworthy,3.09e-06,3.49,ADJ,"['N', 'OW1', 'T', 'W', 'ER2', 'DH', 'IY0']","['N', 'OW', 'T', 'W', 'ER', 'DH', 'IY']",real,7,long
14242,overturned,3.09e-06,3.49,VERB,"['OW1', 'V', 'ER0', 'T', 'ER2', 'N', 'D']","['OW', 'V', 'ER', 'T', 'ER', 'N', 'D']",real,7,long
14245,partying,3.09e-06,3.49,VERB,"['P', 'AA1', 'R', 'T', 'IY0', 'IH0', 'NG']","['P', 'AA', 'R', 'T', 'IY', 'IH', 'NG']",real,7,long
14248,pesticides,3.09e-06,3.49,NOUN,"['P', 'EH1', 'S', 'T', 'AH0', 'S', 'AY2', 'D', 'Z']","['P', 'EH', 'S', 'T', 'AH', 'S', 'AY', 'D', 'Z']",real,9,long
14249,pixels,3.09e-06,3.49,NOUN,"['P', 'IH1', 'K', 'S', 'AH0', 'L', 'Z']","['P', 'IH', 'K', 'S', 'AH', 'L', 'Z']",real,7,long
14252,pragmatic,3.09e-06,3.49,ADJ,"['P', 'R', 'AE0', 'G', 'M', 'AE1', 'T', 'IH0', 'K']","['P', 'R', 'AE', 'G', 'M', 'AE', 'T', 'IH', 'K']",real,9,long
14253,primaries,3.09e-06,3.49,NOUN,"['P', 'R', 'AY1', 'M', 'EH2', 'R', 'IY0', 'Z']","['P', 'R', 'AY', 'M', 'EH', 'R', 'IY', 'Z']",real,8,long
14255,quentin,3.09e-06,3.49,PROPN,"['K', 'W', 'EH1', 'N', 'T', 'IH0', 'N']","['K', 'W', 'EH', 'N', 'T', 'IH', 'N']",real,7,long
14256,radiant,3.09e-06,3.49,ADJ,"['R', 'EY1', 'D', 'IY0', 'AH0', 'N', 'T']","['R', 'EY', 'D', 'IY', 'AH', 'N', 'T']",real,7,long
14259,refinery,3.09e-06,3.49,NOUN,"['R', 'IH0', 'F', 'AY1', 'N', 'ER0', 'IY0']","['R', 'IH', 'F', 'AY', 'N', 'ER', 'IY']",real,7,long
14263,reopened,3.09e-06,3.49,VERB,"['R', 'IY0', 'OW1', 'P', 'AH0', 'N', 'D']","['R', 'IY', 'OW', 'P', 'AH', 'N', 'D']",real,7,long
14282,startups,3.09e-06,3.49,NOUN,"['S', 'T', 'AA1', 'R', 'T', 'AH2', 'P', 'S']","['S', 'T', 'AA', 'R', 'T', 'AH', 'P', 'S']",real,8,long
14288,suspicions,3.09e-06,3.49,NOUN,"['S', 'AH0', 'S', 'P', 'IH1', 'SH', 'AH0', 'N', 'Z']","['S', 'AH', 'S', 'P', 'IH', 'SH', 'AH', 'N', 'Z']",real,9,long
14294,textiles,3.09e-06,3.49,NOUN,"['T', 'EH1', 'K', 'S', 'T', 'AY2', 'L', 'Z']","['T', 'EH', 'K', 'S', 'T', 'AY', 'L', 'Z']",real,8,long
14295,therapies,3.09e-06,3.49,NOUN,"['TH', 'EH1', 'R', 'AH0', 'P', 'IY0', 'Z']","['TH', 'EH', 'R', 'AH', 'P', 'IY', 'Z']",real,7,long
14298,traveller,3.09e-06,3.49,NOUN,"['T', 'R', 'AE1', 'V', 'AH0', 'L', 'ER0']","['T', 'R', 'AE', 'V', 'AH', 'L', 'ER']",real,7,long
14301,vacancies,3.09e-06,3.49,NOUN,"['V', 'EY1', 'K', 'AH0', 'N', 'S', 'IY0', 'Z']","['V', 'EY', 'K', 'AH', 'N', 'S', 'IY', 'Z']",real,8,long
14302,violates,3.09e-06,3.49,VERB,"['V', 'AY1', 'AH0', 'L', 'EY0', 'T', 'S']","['V', 'AY', 'AH', 'L', 'EY', 'T', 'S']",real,7,long
14312,accessing,3.02e-06,3.48,VERB,"['AE1', 'K', 'S', 'EH2', 'S', 'IH0', 'NG']","['AE', 'K', 'S', 'EH', 'S', 'IH', 'NG']",real,7,long
14315,admirable,3.02e-06,3.48,ADJ,"['AE1', 'D', 'M', 'ER0', 'AH0', 'B', 'AH0', 'L']","['AE', 'D', 'M', 'ER', 'AH', 'B', 'AH', 'L']",real,8,long
14316,adventurous,3.02e-06,3.48,ADJ,"['AE0', 'D', 'V', 'EH1', 'N', 'CH', 'ER0', 'AH0', 'S']","['AE', 'D', 'V', 'EH', 'N', 'CH', 'ER', 'AH', 'S']",real,9,long
14321,andreas,3.02e-06,3.48,PROPN,"['AA0', 'N', 'D', 'R', 'EY1', 'AH0', 'S']","['AA', 'N', 'D', 'R', 'EY', 'AH', 'S']",real,7,long
14322,angelina,3.02e-06,3.48,PROPN,"['AE0', 'N', 'JH', 'EH0', 'L', 'IY1', 'N', 'AH0']","['AE', 'N', 'JH', 'EH', 'L', 'IY', 'N', 'AH']",real,8,long
14323,anthology,3.02e-06,3.48,NOUN,"['AE0', 'N', 'TH', 'AA1', 'L', 'AH0', 'JH', 'IY0']","['AE', 'N', 'TH', 'AA', 'L', 'AH', 'JH', 'IY']",real,8,long
14329,assemblies,3.02e-06,3.48,NOUN,"['AH0', 'S', 'EH1', 'M', 'B', 'L', 'IY0', 'Z']","['AH', 'S', 'EH', 'M', 'B', 'L', 'IY', 'Z']",real,8,long
