model,hidden_size,num_layers,dropout,learning_rate,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,T21,T22,T23,T24,T25,T26,T27,T28,T29,T30,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
e30_h4_l2_d0.2_r0.001,4,2,0.2,0.001,1.701819949786365,1.36630862740063,1.302751268662595,1.2572484031812183,1.2152381679073805,1.1760614840182992,1.1360523914488654,1.1188407555310262,1.0998343591943385,1.0954254137303263,1.0827180484223282,1.0754432540319032,1.0712007208828918,1.0538354347450245,0.9980170241410844,0.9356245511657558,0.9057377642891112,0.8917586520829135,0.8754877959260096,0.8552893037414179,0.8478401883581084,0.8359385194728047,0.8280799257249571,0.8227765477128637,0.8107910192285303,0.8048975426549662,0.7952606024518712,0.7787977936576069,0.7692511024714448,0.7602577259591574,1.6324207458525897,1.5479053005561232,1.4752807477980852,1.4074207810908557,1.361924302996695,1.345648766322434,1.2392584650501608,1.2251813653491437,1.265201479471475,1.2231741656374189,1.2185550431646406,1.1965166241247207,1.1604741470251232,1.1609009917084128,1.0602985402949154,0.9766736708283424,0.9985617510043084,0.9672091760691256,0.9233299818586558,0.9516623172374442,0.9461857783557848,0.925101966072619,0.908132273057662,0.8819152229980566,0.8783065969205461,0.8323735238905065,0.8074500749389641,0.7785040677581914,0.8573006231211125,0.8106543114725501
e30_h4_l2_d0.1_r0.001,4,2,0.1,0.001,1.268612929437144,0.8442988995532195,0.746055546420109,0.6555848632204035,0.6068450779230024,0.5528400270556514,0.5104932102524883,0.4778954866279227,0.4423640604282522,0.4255370823803461,0.4053869483778149,0.3957935360505246,0.3861717458111751,0.3833294059588263,0.373895312416212,0.3676067694797077,0.3590067885862663,0.3437996855852608,0.3330643844427437,0.3300719241524011,0.3224726593234887,0.3174387750147738,0.3123466530890204,0.3066556888092516,0.308037622518113,0.3009962899149809,0.2981776371701206,0.2931938485171749,0.2966779575293573,0.2899195123783623,1.012521433454752,0.8019928820446134,0.6932204664468765,0.6117218090057372,0.5199464929029346,0.4572820178307593,0.4212507624916732,0.3805278677545488,0.3408076977483928,0.3218006248716265,0.3085869899932295,0.2938054547227919,0.2855541830267757,0.2862067846499383,0.2847002248700708,0.2629019785616547,0.2602245701450854,0.2528624011047184,0.251046075450629,0.2392847163178026,0.2317844971163198,0.2266278047852218,0.2101277845012024,0.2131835193458944,0.2110098122291266,0.2044623687662184,0.2200800490133464,0.2105757140893489,0.1889522709645331,0.1927264589149505
e30_h1_l1_d0.0_r0.01,1,1,0.0,0.01,1.818383305255903,1.5404769155835112,1.4330353289127349,1.352765002136098,1.2935232690769765,1.249109399459594,1.218325582473808,1.1921807075568371,1.169833840624574,1.1498780844939251,1.1255575887321183,1.106229548120747,1.0920480542490465,1.0783251887492422,1.0644652842810998,1.0449284364328202,1.030332420220723,1.0176854847609582,1.0021621504608127,0.9870795977980726,0.97627819412926,0.9673816783763054,0.9540579901718432,0.9412025268851056,0.9312000858393394,0.9230244823013328,0.9147289156887266,0.9068246610473428,0.8982154428570635,0.884501896327941,1.9965460737228395,1.799420284485817,1.737333666217327,1.6499906535744666,1.5802816495537757,1.5477173160672189,1.515928309190273,1.4751419182658196,1.4604955874860286,1.4327418199062347,1.4068261335492134,1.4067087507009506,1.3661343003630635,1.3621751153171062,1.3474010349154473,1.316871233034134,1.3215832714498044,1.3019994718253614,1.2745149732351304,1.2448606001913547,1.2385382618188858,1.2444328125178814,1.2202886938929558,1.216248242086172,1.189352695685625,1.2030229937493802,1.182057595425844,1.1806849327623845,1.1903181955099107,1.14730122461915
e30_h1_l1_d0.0_r0.005,1,1,0.0,0.005,1.93209489244024,1.6259993732048406,1.510057148371637,1.427363536526925,1.3643604515329004,1.3187983552876446,1.2805928470292025,1.2471057630858489,1.2189822099655867,1.1951157276034354,1.1742144952305489,1.1557824363236626,1.1390637780990038,1.1239178108853598,1.109747834968567,1.0967076296221878,1.0849204650133848,1.0735635343556602,1.0630815652584036,1.0530621761102643,1.043545874644071,1.0352803168283569,1.0265575931489468,1.018462470097012,1.010708646715184,1.0027870678601165,0.991736681241832,0.9770133359345712,0.9640851256824202,0.9534540801865772,2.1200160831689834,1.924832777798176,1.838829752111435,1.751702659881115,1.6933622328162192,1.6483767456293106,1.6091926431179049,1.564333619964123,1.5350533509016038,1.5054654443621636,1.4977035571932793,1.485429917067289,1.4573096226036548,1.448633966499567,1.4282855935811996,1.4084252698600292,1.4033109980583192,1.38110664948225,1.3587571326971055,1.3495452878594398,1.3430716587543488,1.3407514822065831,1.3225978974461556,1.3280518715679646,1.3045202675521377,1.309258334195614,1.2806727503478528,1.2682412916779515,1.2580871278762815,1.2373920131802558
e30_h1_l1_d0.0_r0.001,1,1,0.0,0.001,2.302307424166468,1.9564941872225867,1.8601027081211408,1.7967830381128522,1.748437341357602,1.7107173523863155,1.6774425831397377,1.6473422609117296,1.6227822102447351,1.602567523632447,1.5847013496994973,1.5684671887788508,1.553721471228202,1.540481077249845,1.5283482827458117,1.5170581666886809,1.5070313769969674,1.4975375597026612,1.4887622612953186,1.4805551361083984,1.472821007632547,1.46566184372637,1.458808081863986,1.4523208853264649,1.4461181784888109,1.4401657116068731,1.434483801239729,1.4290090123686523,1.4237538587391376,1.4186966888864836,2.4501336550235746,2.288227127599716,2.2144275564432143,2.1581206068515777,2.1092146104574203,2.072227010297776,2.032069613718986,2.006100469827652,1.9812770020246504,1.96299206430912,1.9429314379930496,1.922453188180924,1.904981327664852,1.8909900599598888,1.8793324530005453,1.868648292136192,1.859276697802544,1.8523489956498147,1.839386999297142,1.823248304605484,1.8220076018691065,1.8187613805413243,1.8017619503974915,1.796819238126278,1.796091361784935,1.7897469448685646,1.776195160496235,1.7717007243394851,1.7661073059916497,1.763458734190464
e30_h1_l1_d0.1_r0.01,1,1,0.1,0.01,2.2299729222959943,2.130942812244097,2.1186828122721777,2.109551203824414,2.1051613434420693,2.0994031940526434,2.091174599288569,2.091783732577165,2.0930996744884385,2.09266747295724,2.092052030659384,2.091108013074928,2.09233485342794,2.0919816672265528,2.0929614069951907,2.091674288278818,2.0921929844061533,2.083039491695828,2.083988141404258,2.08863864893251,2.087640202250745,2.0919351211878987,2.088053699270884,2.090210479361481,2.0863757072918947,2.0920794354253345,2.0864239318476785,2.087644669235415,2.08499276190069,2.084805155375931,2.2841697808265686,2.230021916437149,2.2199303492307663,2.158528137207031,2.22206582865715,2.139867501974106,2.187492314982414,2.1607605083704,2.1816725536584856,2.14788278465271,2.1493590339422224,2.33260634675026,2.405643600845337,2.135599618411064,2.1368271822690965,2.183273513031006,2.111615562796593,2.114893768310547,2.1336499936580657,2.1903784930944443,2.0894965594768524,2.108981568908692,2.170622796297073,2.099611609721184,2.138660165834427,2.1020947169542312,2.2634681166887285,2.1080247526168825,2.142608527326584,2.14282368209362
e30_h1_l1_d0.1_r0.005,1,1,0.1,0.005,2.2813251526660387,2.1501155644628738,2.1282551706910136,2.1131998512652186,2.1064677062153816,2.09931114304728,2.092293091150125,2.090315078148577,2.0916712763137286,2.0847619756009843,2.08393604550759,2.082057588972648,2.0834200919482444,2.0806158312499523,2.080058694640796,2.0764018877671826,2.0777085228780905,2.071240246260166,2.0693255412916343,2.071615029432376,2.073625798479716,2.071489613221752,2.068678437140916,2.067952178785536,2.069285342743,2.0744930195921,2.0663136561168565,2.0677376903990905,2.06502769624326,2.062775206253264,2.335045585155487,2.2626216701984405,2.2480691921949387,2.2778714147806167,2.2176359434604644,2.2102349718332293,2.2303959632873536,2.177736228775978,2.1739773645401,2.172296699309349,2.161839894247055,2.2425195395469664,2.3371613524198533,2.1724190576076507,2.152832168865204,2.189984913063049,2.3107665882110595,2.15623089261055,2.253786444067955,2.1419038146972658,2.1655520771741865,2.1405123876810075,2.13089839720726,2.1312728918790818,2.1512763889551163,2.137265497207641,2.216345080733299,2.1346555406808854,2.118365083026886,2.131437362408638
e30_h1_l1_d0.2_r0.01,1,1,0.2,0.01,2.446201311331325,2.3835579776565234,2.382464808109072,2.374131695347362,2.372524643291368,2.371802506658766,2.368352905685372,2.370750009204282,2.37129674646722,2.369591260613336,2.3708945707413887,2.373050008168485,2.374702253068818,2.3731956823799347,2.37489519017405,2.3731759204294947,2.3755433169722555,2.368676218052705,2.368603913925753,2.3709399475508266,2.3741958911008303,2.3745223066184256,2.373394840764999,2.369691087838014,2.371073459936513,2.3759965246650907,2.3719989558458328,2.3717257323000167,2.3694876501838364,2.3698661975542703,2.592649206852913,2.41808153731823,2.438000714349746,2.475629977750778,2.415733229017257,2.426785442519188,2.4077337852954863,2.3913595826864245,2.4276481403112413,2.39885700070858,2.485427981495857,2.500024172258377,2.536789580368996,2.527362612771988,2.426951441049576,2.4146752680063246,2.409584995174408,2.413785757255554,2.4394482858896254,2.414506241440773,2.398098386311532,2.4373853325128554,2.4111906599760053,2.411499577069282,2.4079738155603407,2.415137047815323,2.609041903781891,2.430179702210426,2.4442089854717253,2.406519296479225
e30_h1_l1_d0.1_r0.001,1,1,0.1,0.001,2.538720244720248,2.2608998814238443,2.217308723170228,2.1912745764864816,2.178150236606598,2.164417678032981,2.149686452307966,2.1433280840648545,2.141310631754663,2.134786819958687,2.128754549060928,2.126457833029164,2.12546307770941,2.1220263260205585,2.1218818806740973,2.116062529665894,2.115366397154331,2.109170500322183,2.1057948412643537,2.106862893466155,2.1069764230867225,2.105446016189787,2.1015393682705032,2.0995594745967123,2.097951504454348,2.100619479686684,2.095362027906047,2.0934814253489176,2.090381057378981,2.0896895657261214,2.5716880386114123,2.455353002691269,2.4160998270750045,2.392130587100983,2.3736824799776075,2.3572939799308776,2.329407755470276,2.3141993693828584,2.3085535670757293,2.301810691690445,2.2977123414039613,2.313065039563179,2.281780652427673,2.276540936255455,2.273743900632858,2.2738810579538344,2.27312532351017,2.267768041872978,2.2767384859085085,2.257878288936615,2.2675963311910627,2.268563409757614,2.2486933589935303,2.250232386612892,2.250309300804138,2.2505996317386625,2.2413243535757066,2.236964783453941,2.241058610510826,2.237731097912788
e30_h1_l1_d0.2_r0.005,1,1,0.2,0.005,2.469948384814792,2.37119588196675,2.361535610495673,2.3483748601237933,2.341892544408639,2.34008703590764,2.3377796982884407,2.3370524427228503,2.336533556135496,2.3338808756576643,2.334375509595871,2.3346558452765147,2.3342120392984813,2.334551530901591,2.336137109249168,2.3339899029519824,2.333670258220037,2.32913942040205,2.327055150285032,2.3320372168249555,2.3343869631078507,2.332513446715143,2.3302209922975963,2.3288484699924785,2.329325227873855,2.3343473013414275,2.3320129636618825,2.3304031157533327,2.328157387680477,2.3275010811010994,2.518528429436684,2.4324918531417845,2.439233071231842,2.438124449133873,2.4076474662065506,2.417802087020874,2.380838930606842,2.3969935155391693,2.388041771197319,2.448844180035591,2.4150654151678084,2.405737836098671,2.4316545140266417,2.426466663765907,2.392963535451889,2.37179316637516,2.390681808042526,2.3777779335975646,2.376488366127014,2.3661471255779265,2.3698405544757843,2.4304824466466903,2.378770561861992,2.369348754525185,2.36524858584404,2.3767947160243987,2.3661911957502366,2.361804179739952,2.3946535372257234,2.375889110612869
e30_h1_l1_d0.2_r0.001,1,1,0.2,0.001,2.626258786303467,2.430774981074863,2.397993571861585,2.374584862464004,2.3607655783626766,2.35390551037656,2.3450655185553764,2.3421907350036832,2.339433405078782,2.332342477655411,2.3305458060953352,2.325977811068958,2.3272456205911105,2.323887998562389,2.3227498111340736,2.3194391496340434,2.320110561800003,2.315540399230851,2.31088252915144,2.3121682527926235,2.316293955645296,2.3109667793035507,2.310560016010867,2.308435909362634,2.3073021234697766,2.313500368601746,2.305500676780277,2.303975102277597,2.303096729025576,2.301834340107441,2.650014852952957,2.552829675889015,2.5201036632299423,2.4965269883394243,2.473931926250457,2.464742704796791,2.453387560248375,2.4448721255540846,2.436724956536293,2.431676747131348,2.4337077226400377,2.4325980600118635,2.4322688508987427,2.4134762768268585,2.414863712477684,2.416284179711342,2.4031016152381897,2.4082000586986543,2.4095962881565094,2.392483606696129,2.398560871434212,2.397575990200042,2.3868341069221497,2.3929129471063613,2.390005290341377,2.3936413444519045,2.382336495137215,2.3757001788377763,2.3760560393095016,2.3837016673564912
e30_h1_l2_d0.0_r0.01,1,2,0.0,0.01,1.7937969062493908,1.5185223814520572,1.4093043909101022,1.3167538361191748,1.252164959098233,1.2064044668864873,1.1715347844159438,1.141871404723823,1.1165908009251786,1.0956450215602915,1.0758824100077151,1.0600505253692467,1.0450111044167645,1.0314097459214429,1.018047648272084,1.0054459530050142,0.9864493190908185,0.9658527341285928,0.9505667530373152,0.9374385662359496,0.9241775888757988,0.9128583530738535,0.902511416810751,0.8936278988827848,0.8837775878762619,0.8758787212236888,0.8672857331682411,0.8601557987018592,0.8526160696551618,0.8456835679761652,1.9684391599416733,1.7997822499632836,1.7013421590209008,1.6055670641183852,1.5392324588656423,1.5248326537370682,1.4740947872281074,1.4354567615270617,1.4135653000772,1.3912040164530275,1.3527906834423542,1.323993076479435,1.342520621085167,1.3048467766523362,1.2922601931750777,1.270971564245224,1.3212270974695683,2.0475517991662024,1.1900899323880672,1.2054296462178231,1.205254028749466,1.1553792671978471,1.1565259836018085,1.147536473238468,1.149740132045746,1.128517539358139,1.108758826521039,1.115944901895523,1.1269635708242656,1.0784626646637916
e30_h1_l2_d0.0_r0.001,1,2,0.0,0.001,2.316422306186623,1.9574075688653525,1.857126520474752,1.7847816981183158,1.7282720712833934,1.6816964935839176,1.6434156938496562,1.6100910321454207,1.5791550985750225,1.5505431042893063,1.5251730121983422,1.5025708736593524,1.4823126085066134,1.4638074876333276,1.446943547864755,1.431831091707117,1.4179690824930866,1.4054011632882886,1.3935433905293544,1.3826301231424014,1.3724327896045314,1.3628293366692132,1.353921368829078,1.3454573517416917,1.3373861152857542,1.3296982620194555,1.3222292722284794,1.3152507985176312,1.3084762674892942,1.3020014986922344,2.4664432223558426,2.316287561416626,2.228178417801857,2.155691084074974,2.098573673939705,2.056741792464256,2.0101076632976533,1.9802350252866745,1.9431454547524447,1.915110639822483,1.8913928040504453,1.8624238897800445,1.8483966788887976,1.8221479360342023,1.807377382850647,1.7944904708623886,1.7749393262267112,1.7677235107779503,1.7445921068668366,1.7340434330821035,1.7199371130943295,1.7159265888690949,1.7073008583903313,1.6956655774116516,1.690869849741459,1.6767245622992517,1.6692970543622971,1.6629205086946488,1.646176070344448,1.6404114446520806
e30_h1_l2_d0.0_r0.005,1,2,0.0,0.005,1.9443608455850017,1.6524522458944055,1.5417782618588871,1.4618299645192094,1.400836086404489,1.3522517019573186,1.3155450206647317,1.2856453396317031,1.2606791643385258,1.2388041501720746,1.21959498131954,1.2022213790190717,1.186972376937833,1.172793181235426,1.1598300365434753,1.1481342658754023,1.1366897416450912,1.1263930000383822,1.1164990024342305,1.107325140864071,1.0984121838087009,1.084923013871453,1.0676983592056566,1.0513991312389983,1.0356576402556563,1.0236046972592672,1.0140294058701231,1.004879949266919,0.9969570242614796,0.9893467756973372,2.098546627116203,1.9379612138986588,1.856209019684792,1.7672616863012314,1.7080449060082437,1.6815260552048683,1.619163668715954,1.5908707379579543,1.5571437458872794,1.543399642509222,1.5148801265954972,1.4886489084482193,1.4902210291266442,1.4600675635516644,1.4510332177698613,1.427519648718834,1.4264846357345582,1.4135459785282611,1.3860862296640872,1.386784366685152,1.379753670424223,1.357362594252825,1.358200634253025,1.3395511289060116,1.338026996165514,1.3053336764633656,1.2975663434803486,1.2935044531702995,1.2744317844808102,1.2725488817214965
e30_h1_l2_d0.1_r0.01,1,2,0.1,0.01,2.312937531893783,2.2362554600596427,2.2335143478605484,2.227782563975122,2.2295239685787096,2.22353254190286,2.222233844678932,2.219582188434071,2.227317558732297,2.223944450995657,2.222822699652778,2.222581004505688,2.222666562649939,2.223033425403966,2.2265213710639213,2.225662591846784,2.2271312717530463,2.221612473008368,2.220296356315083,2.217744556585948,2.226484297898081,2.223130871350236,2.219908791417546,2.2218469067348376,2.224322457114856,2.2227358998537063,2.220142440337605,2.225350648902522,2.223117253744602,2.2215617989646064,2.406526901054382,2.2872815673351288,2.295995369005204,2.369573338699341,2.42592224316597,2.29226312558651,2.296939717745781,2.27324568772316,2.253460382413864,2.33021961145401,2.265415598797798,2.3484122171878816,2.2855436549186705,2.249482704615593,2.2689166900396347,2.2725749121665952,2.3055117258548736,2.281728399801254,2.2571971348524094,2.2645212734699247,2.2640280245304107,2.294116640806198,2.33724140958786,2.258772985482216,2.2884210475444795,2.280451367902756,2.3735371685266493,2.2896153562068937,2.2441963067531585,2.260791898226738
e30_h1_l2_d0.1_r0.005,1,2,0.1,0.005,2.326638840293884,2.2156839074426227,2.201376539887322,2.189740701584021,2.1857985740476185,2.1753395562198428,2.175834352546268,2.1738691642734738,2.176343504064613,2.173081094002724,2.1692732947799893,2.1704284325400987,2.1694446428669822,2.169983574112256,2.171981519904401,2.1676245126432843,2.1695644871645503,2.1645256117833984,2.165511199422677,2.1628953405539195,2.1685622249828445,2.164830869515737,2.1626044628394974,2.160496208074358,2.1642169201691948,2.168933749677075,2.1604876840829847,2.16342310576174,2.1635029094047016,2.1597500825948184,2.4120583546161654,2.311235857844353,2.3372782011270523,2.285506386446953,2.3458506375312806,2.270016273450852,2.262058768939972,2.252786696124077,2.2729607712030413,2.270640031075477,2.2289097275733947,2.305773770141601,2.2686295088529587,2.2213947182655334,2.2364537263154984,2.22281529917717,2.234255703544617,2.229828596997261,2.239109638047218,2.226342125582695,2.223298402762413,2.235322287774086,2.261470207667351,2.2107950043439866,2.2311238640069964,2.290359505176544,2.2524344212532044,2.2397280340194703,2.2323955804347992,2.200725752115249
e30_h1_l2_d0.1_r0.001,1,2,0.1,0.001,2.580076265021165,2.28950801713864,2.2471661986139084,2.2253048880590334,2.2123032467828856,2.199711062832673,2.191477489823765,2.187871775860257,2.181964890080028,2.176681107824378,2.170971437689993,2.171228245221244,2.162910834405157,2.167312815393342,2.161885931992531,2.1582603550288413,2.1564125615437826,2.15301066738632,2.1495587932401232,2.146425497285525,2.1504375750435725,2.1481871929327645,2.142423981028133,2.1409387922194267,2.14194551316897,2.1431761350168124,2.1362924138069155,2.1369103921625348,2.137036084193653,2.1317219279103807,2.595930894374848,2.4745888684034347,2.4548382805347444,2.4013109438657763,2.392118781995773,2.3748939899206163,2.3620122975587843,2.354429978394508,2.332122494506836,2.361850458598137,2.3260587921619416,2.3057404973983764,2.3246286212921143,2.298798105835915,2.293532788825035,2.287879162764549,2.287589142918587,2.287519886994362,2.285514230775833,2.2771371352672576,2.2877050748348235,2.272232693743706,2.2639428418397904,2.270745330071449,2.265323215174675,2.2660238124609,2.274816933894157,2.274493903946877,2.248270266985893,2.239377911233902
e30_h1_l2_d0.2_r0.005,1,2,0.2,0.005,2.559307488893138,2.4599378763477007,2.451223881810241,2.447438469394048,2.444794033259816,2.4402074139581784,2.440564986299144,2.43922142062982,2.4379816748115752,2.43952640449206,2.4389562912782035,2.4374706148544947,2.4355311340994303,2.437647411717309,2.4347016239232486,2.4367325319157707,2.435280993872219,2.4335601639085347,2.435174758222368,2.434051209661696,2.436698550328944,2.438443292054865,2.43532995729314,2.433657078927093,2.435118398018678,2.4369650176604587,2.433962791830964,2.439618289511733,2.4363462062915167,2.43370464978483,2.5352113677024843,2.482987601685524,2.4834800437927247,2.45287760117054,2.456668269515037,2.5181513437986376,2.4559020822048185,2.4483992678880693,2.488350045323372,2.450512280678749,2.426705728149414,2.453139397859573,2.4489572083473203,2.456055315685272,2.432444767260552,2.428436915588379,2.434110399723053,2.4471042687654494,2.4753342913627625,2.428124580955505,2.442758617973328,2.4409300969839096,2.4744442098140715,2.4578299537420274,2.443825827550888,2.444262356877327,2.4487230685949326,2.4454593653440475,2.425107451176644,2.431013634777069
e30_h1_l2_d0.2_r0.01,1,2,0.2,0.01,2.5507565170844395,2.496382118633058,2.4968273039460183,2.49599927611351,2.495933730369144,2.4917586168673305,2.4944759789797994,2.493195248285929,2.494799154195521,2.490706293555101,2.493669868236118,2.493230726150672,2.4934031444191933,2.489171687956651,2.4970920377055803,2.4925422667158976,2.4949284872346453,2.4925717774947485,2.495086824846268,2.4915040693097645,2.4964546949505806,2.495403474360042,2.489261273936431,2.4909173736227883,2.494219826552603,2.49420527831316,2.493487665890323,2.4950309151530266,2.4911681167377364,2.4907461214767563,2.560814497590065,2.548985935664177,2.6193575285673143,2.4938797020196914,2.488716946578026,2.5361647069454194,2.5834329050302505,2.5169041053295134,2.500223201298714,2.527092932629585,2.6687339248657227,2.525111345887184,2.642810459446907,2.49554866862297,2.580943863868713,2.483682748532295,2.5562944831609724,2.6177619223117827,2.742731798362732,2.657899343299866,2.5351407070875167,2.5080916813373566,2.521226245689392,2.5724438968420027,2.573185791301728,2.5252818130254746,2.6535150779247285,2.5798347643852235,2.5282642687559127,2.607884159827232
e30_h2_l1_d0.0_r0.01,2,1,0.0,0.01,1.002968044712374,0.5032617182930104,0.3538691220876036,0.2629043082280188,0.1953938443307351,0.1436218862063354,0.1111368901774183,0.0969807722790373,0.0813584394945349,0.0744406436680169,0.0685692730313037,0.0629930329729621,0.0601425474544909,0.0562315939510629,0.0547055900645519,0.0525314278107912,0.0520990645251948,0.0505931699656351,0.0506180858042763,0.0485127539433862,0.0483600837231083,0.0469604738210172,0.0477271147586107,0.0485499772507335,0.0461190708623823,0.0453539958528217,0.0403136378234491,0.0461925806646494,0.0432702497388275,0.0417406204888849,0.855142138954997,0.587916407327354,0.4722891157880425,0.3470446151759475,0.2914633804384618,0.268550423162058,0.2331153565278276,0.1612893538025207,0.1600723476808518,0.1388759783989749,0.1573114285714924,0.1210817863049917,0.1147182326838839,0.1179634404446464,0.1211761795504484,0.1092612533873412,0.1006655554533004,0.0953721278567332,0.0951113362762844,0.097512030946277,0.0928842638050671,0.0976028025245294,0.1144919209591578,0.0973151669403072,0.1403407417550217,0.0887734586623031,0.0832527693837881,0.0825682617966784,0.1870353058434091,0.0936110065689543
e30_h1_l2_d0.2_r0.001,1,2,0.2,0.001,2.6884880268587006,2.507321146331893,2.479598835431205,2.463762782528665,2.448951892733574,2.4414868538763788,2.4365774427519904,2.4283450567073293,2.4260016611099244,2.4207812593367364,2.419833284658856,2.416585364610619,2.414146266668373,2.412666022157669,2.412901922112041,2.41165812744432,2.407558822822571,2.4047716342409453,2.403282109475136,2.4011135397566687,2.404270809299416,2.402605832517147,2.39849836016496,2.398544284583463,2.39956133950154,2.399306370762984,2.3968588730971017,2.400728645612134,2.397070637698968,2.3945397497110896,2.6982454449892046,2.6186110117673875,2.588783716845513,2.55417794148922,2.53144981470108,2.5189624469280245,2.5089859606266023,2.513039597797394,2.4932305228710177,2.4984883110523226,2.48740121717453,2.4835128835439684,2.518499139857292,2.4749630754470826,2.475170585465431,2.4667123945474625,2.46778940179348,2.4705445242881776,2.4758505727767943,2.459669484949112,2.4676802721738818,2.46209730386734,2.477390028548241,2.459242326927185,2.466877004122734,2.458205724620819,2.4678017342567444,2.46143187494278,2.445489090824127,2.443448651099205
e30_h2_l1_d0.0_r0.005,2,1,0.0,0.005,1.1508368762397931,0.648948536336691,0.5011438104651661,0.3943619132068629,0.3101093646096686,0.2637106844005899,0.2327452477473196,0.188361101064712,0.1578176425315698,0.1283157203939277,0.1042095064478409,0.0909856883580511,0.0785151972137857,0.067896532061546,0.0609433498695803,0.0561029266332327,0.0500664045946232,0.0462204954022295,0.0436918000182434,0.041738940000785,0.0407002827794019,0.0368427136651731,0.0375669787790652,0.0335601409497218,0.0330976765496268,0.030979713872974,0.0311158010728256,0.0292115134179482,0.0272019985421968,0.0278121199551523,1.0322988214850426,0.7765178381852805,0.6346200487792492,0.5361353929311037,0.4612365371584892,0.4222909198231995,0.37486196026057,0.3448793529249728,0.2759293532116338,0.2273636819381266,0.2083472642169334,0.1815620242143981,0.1625540976006537,0.1433099319539033,0.1339833479673601,0.1418217330384068,0.1234883413458243,0.1169473615397699,0.1239838963573798,0.1058769463483244,0.1026124748298898,0.1081103532643523,0.097909086151421,0.0985397757579572,0.1022092305497266,0.7625875956593081,0.0834176173256244,0.1009821354420855,0.0811563747779466,0.0762029059236869
e30_h2_l1_d0.1_r0.01,2,1,0.1,0.01,1.7371099836968713,1.4917965252452428,1.4303662507626749,1.3983350092889535,1.3855126981246804,1.3717681992471218,1.3619279433091482,1.351299202286866,1.3461315395914846,1.3397296091948947,1.3319995954150954,1.3346608310613368,1.3277509506321616,1.3219330230648318,1.3121722239116829,1.3017019229660431,1.3128129521749086,1.3092513130070436,1.3029307281969322,1.3195404563349151,1.3376920157639516,1.3265509368417991,1.3310922781924406,1.322350995598568,1.3213102512718902,1.319288103672531,1.318352694335911,1.316166290247937,1.3154618132119378,1.3030586601333485,1.809044688415528,1.6527380878567697,1.6162682920694351,1.5340017623901367,1.9628230867147445,1.5701072372317315,1.5174731096744538,1.515366357421875,1.5006594861268998,1.5308234533429146,1.4701729812979698,1.5793350388765337,1.633887587571144,1.461649365723133,1.5046921746730804,1.557474481844902,1.6719577469825744,1.4898611196756364,1.4833986190199853,1.487956018936634,1.5032611181735993,1.503941660952568,1.3928579639673233,1.4327270973086357,1.4735609429359435,1.4690085341691972,1.4982291364312172,1.423060066628456,1.4573958974957466,1.4303142030715943
e30_h2_l1_d0.0_r0.001,2,1,0.0,0.001,1.7200315544280742,1.2084272168063457,1.0172356045237845,0.9070046596036188,0.8352918811190045,0.7805701073396123,0.7307577145373242,0.6827488304713741,0.6431581467057268,0.5988187092048426,0.5655521156946404,0.5408019428488074,0.5196709297606928,0.5008346263944689,0.4819139952859324,0.4533052510439108,0.428216761900588,0.4110589811204208,0.396554463467809,0.3840286841022886,0.371187025622206,0.3550579384952163,0.3308496056232498,0.3077286242916197,0.2918492924950499,0.2803426062366511,0.2713471681290564,0.2642229884489543,0.2572666271838204,0.2505867889172035,1.6820611827969552,1.419461683577299,1.2473334651529788,1.1556859217882156,1.0866675296261907,1.034274876098335,0.9749816077291964,0.920381066185236,0.884602471794188,0.8170134322725237,0.7814676167495549,0.7504695794060826,0.7226474091850221,0.7062293847203255,0.6708019271414727,0.6309521453041583,0.6076107309870422,0.5796484290160239,0.5667762825630606,0.5544398656696081,0.540110137135163,0.5271882707174868,0.4871060368902981,0.4689660636957735,0.4538060127194971,0.4417028594948351,0.4240590734995901,0.4162846245769411,0.4030002625707537,0.3966485314887017
e30_h2_l1_d0.1_r0.005,2,1,0.1,0.005,1.5097300462593637,1.184666929104262,1.105050603991747,1.05638466370768,1.0325423005809389,1.0042515201568605,0.9717562115796738,0.9436528748371534,0.9364489248921474,0.9216290716209344,0.907130219827758,0.8990073219037719,0.8959566365720497,0.8854722118955519,0.8765442752684156,0.8680310108030835,0.8646165946155786,0.8524968865991467,0.8510479973486729,0.8520159011480709,0.8464181914402379,0.8215874544084072,0.8239183455848031,0.8175688605199257,0.8086575840130449,0.8111929764697121,0.8015483621633716,0.8050759827116297,0.8030461895418664,0.7868462567687035,1.504738679933548,1.3431565816819668,1.2724059967279435,1.2492313584923744,1.1854915540874005,1.1736581884145736,1.0798271918565034,1.067253748062253,1.0465157753556966,0.9472033255189656,1.1100089739471677,1.0823175733298065,1.0928948020547629,1.2244346236974002,1.0072392227470874,1.1130430366784334,1.059128808757663,1.0585157467871904,1.0031806252777578,0.9773717305094004,1.2181928150236607,0.7934151486515999,1.058737962719798,0.9510576716393232,0.9345393224269152,0.9344686617821456,1.0992349390357732,0.939967255550623,0.8712509658291936,0.973724631100893
